系統編號,英文名稱,中文名稱,圖片,更新時間
2361589,draft print quality,草稿列印品質,,2015-09-11
2361590,draft printer，DP,草稿列印機,,2015-09-11
2361591,draft quality,草稿字體印刷品質,,2015-09-11
2361592,Draft Screen,車門屏風,,2015-09-11
2361593,draft tube,通風管,,2015-09-11
2361594,drafter,描圖器,,2015-09-11
2361595,drafting machine,製圖機,,2015-09-11
2361596,drag,牽曳,,2015-09-11
2361597,drag and drop,拖曳及放下,,2015-09-11
2361598,drag control,牽曳控制,,2015-09-11
2361599,drag function,牽曳,,2015-09-11
2361600,drag in,拖入,,2015-09-11
2361601,drag mode,拖曳模式,,2015-09-11
2361602,drag out,拖出,,2015-09-11
2361603,drag over,拖過,,2015-09-11
2361604,drag-n-drop,拖放,,2015-09-11
2361605,dragging,拖曳,,2015-09-11
2361606,Dragon curve,龍曲線,,2015-09-11
2361607,drain,汲極，洩流,,2015-09-11
2361608,drain logging,漏登錄,,2015-09-11
2361609,drain message,遺漏信息,,2015-09-11
2361610,drained state,洩流狀態,,2015-09-11
2361611,draining of pipeline,管線排出,,2015-09-11
2361612,DRAM refresh,DRAM再新,,2015-09-11
2361613,drama,戲劇片,,2015-09-11
2361614,Draw Bar,牽引桿,,2015-09-11
2361615,draw function,製圖功能,,2015-09-11
2361616,draw object,製圖物件,,2015-09-11
2361617,draw Opaque,製圖不透明,,2015-09-11
2361618,draw program,製圖程式,,2015-09-11
2361619,draw rollers,拉紙軸,,2015-09-11
2361620,draw rule,製圖規則,,2015-09-11
2361621,draw text function,繪製本文功能,,2015-09-11
2361622,drawer,抽屜,,2015-09-11
2361623,drawer directory,抽屜目錄,,2015-09-11
2361624,drawing,圖說,,2015-09-11
2361625,drawing color,繪畫色彩,,2015-09-11
2361626,drawing control,製圖控制,,2015-09-11
2361627,drawing exchange format，DXF,製圖交換格式,,2015-09-11
2361628,drawing list,圖清單,,2015-09-11
2361629,drawing number,圖號,,2015-09-11
2361630,drawing order,製圖命令,,2015-09-11
2361631,drawing order coordinate space,製圖命令坐標空間,,2015-09-11
2361632,drawing processor,製圖處理器,,2015-09-11
2361633,drawing program,製圖程式,,2015-09-11
2361634,drawing unit,製圖單位,,2015-09-11
2361635,DREAM 6800,DREAM 6800型微處理機,,2015-09-11
2361636,dressing,裝襯,,2015-09-11
2361637,DRG Approval Indicator,DRG核可指示符,,2015-09-11
2361638,DRG Assigned Date/Time,DRG指定日期／時間,,2015-09-11
2361639,DRG Grouper Review Code,DRG群組檢閱代碼,,2015-09-11
2361640,DRG Payor,DRG給付者,,2015-09-11
2361641,DRG Transfer Type,DRG轉診型式,,2015-09-11
2361642,drift,漂移,,2015-09-11
2361643,drift computer,漂移計算機,,2015-09-11
2361644,drift corrected amplifier,漂移校正放大器,,2015-09-11
2361645,drift error,漂移誤差,,2015-09-11
2361646,drift error compensation,漂移誤差補償,,2015-09-11
2361647,drifting characters,漂移字元,,2015-09-11
2361648,drifting editing,漂移編輯,,2015-09-11
2361649,drifting symbol,漂移符號,,2015-09-11
2361650,drill ammunition,演習彈藥,,2015-09-11
2361651,drill and practice,演習,,2015-09-11
2361652,drill down,深度探討,,2015-09-11
2361653,drill down query,深度探討查詢,,2015-09-11
2361654,drills exercise,模擬演練,,2015-09-11
2361655,drip-feed,批次處理,,2015-09-11
2361656,drive,驅動，驅動機,,2015-09-11
2361657,drive backwards,反向驅動,,2015-09-11
2361658,drive bar,磁碟列,,2015-09-11
2361659,drive bay,驅動機機架,,2015-09-11
2361660,drive bracket,驅動托架,,2015-09-11
2361661,drive capability,驅動能力,,2015-09-11
2361662,drive circuit,驅動電路,,2015-09-11
2361663,drive configuration,磁碟組態,,2015-09-11
2361664,drive contactor,推進接觸器,,2015-09-11
2361665,drive diagnostic program，DDP,驅動機,,2015-09-11
2361666,drive duplexing,驅動器聯動,,2015-09-11
2361667,drive element,驅動元件,,2015-09-11
2361668,drive error pattern,驅動錯誤型樣,,2015-09-11
2361669,drive identifier,驅動機識別符,,2015-09-11
2361670,drive letter,驅動機字母,,2015-09-11
2361671,drive mapping,驅動機對映,,2015-09-11
2361672,drive mechanism,驅動機構,,2015-09-11
2361673,drive mirroring,驅動鏡像,,2015-09-11
2361674,drive name,驅動機名,,2015-09-11
2361675,drive pulse,驅動脈波,,2015-09-11
2361676,drive pulse generator,驅動脈波產生器,,2015-09-11
2361677,drive requirement,驅動需求,,2015-09-11
2361678,drive security,驅動安全,,2015-09-11
2361679,drive sense,驅動機感測,,2015-09-11
2361680,drive source,驅動源,,2015-09-11
2361681,drive specification,驅動機規格,,2015-09-11
2361682,drive surface,驅動機表面,,2015-09-11
2361683,drive time,驅動時間,,2015-09-11
2361684,drive-by download,經下載驅動,,2015-09-11
2361685,drive-by spamming,經主動大量傳送驅動,,2015-09-11
2361686,driveListBox,磁碟清單方塊,,2015-09-11
2361687,driver,驅動器,,2015-09-11
2361688,driver board,驅動器板,,2015-09-11
2361689,driver bus,驅動器匯流排,,2015-09-11
2361690,driver card,驅動器卡,,2015-09-11
2361691,driver development kit,驅動器發展套件,,2015-09-11
2361692,driver disk,驅動器磁碟,,2015-09-11
2361693,driver letter,驅動器字母,,2015-09-11
2361694,driver license,駕駛執照,,2015-09-11
2361695,driver module,驅動器模組,,2015-09-11
2361696,driver of modules,模組驅動器,,2015-09-11
2361697,driver power,驅動功率,,2015-09-11
2361698,driver software,驅動器軟體,,2015-09-11
2361699,driver start I/O routine,驅動器起動輸入輸出常式,,2015-09-11
2361700,Driver's License Number – Patient,駕駛執照號碼–病患,,2015-09-11
2361701,Driver's License Number – Staff,駕駛執照號碼–職員,,2015-09-11
2361702,driver-dispatch table，DDT,驅動器分派表,,2015-09-11
2361703,driver-fork level,驅動器叉路等級,,2015-09-11
2361704,driver-prologue table，DPT,驅動器前序表,,2015-09-11
2361705,driving gate,驅動閘,,2015-09-11
2361706,driving machine,驅動機,,2015-09-11
2361707,driving-point,驅動點,,2015-09-11
2361708,driving-point function,驅動點函數,,2015-09-11
2361709,DRM rights expression language,DRM 版權描述語言,,2015-09-11
2361710,droop,下垂,,2015-09-11
2361711,drop,降，滴，偶入,,2015-09-11
2361712,drop cable,下引電纜,,2015-09-11
2361713,drop cap,段首大字,,2015-09-11
2361714,drop dead halt,完全停機,,2015-09-11
2361715,drop depth,滴落深度,,2015-09-11
2361716,drop Down,下拉,,2015-09-11
2361717,drop down box,降下盒,,2015-09-11
2361718,drop frame,降下;時框,,2015-09-11
2361719,drop frame time code,時框時間碼,,2015-09-11
2361720,drop in,偶入，冒碼,,2015-09-11
2361721,drop line,停止連線,,2015-09-11
2361722,drop on the floor,訊息滴失,,2015-09-11
2361723,drop out,漏碼，偶出,,2015-09-11
2361724,drop out count,漏碼計數,,2015-09-11
2361725,drop out detector,漏碼檢測器,,2015-09-11
2361726,drop publications,卸除發行物,,2015-09-11
2361727,drop radius,水滴半徑,,2015-09-11
2361728,drop repeater,分接中繼器,,2015-09-11
2361729,drop shadow,降下陰影,,2015-09-11
2361730,drop ship purchase order,停止出貨之採購訂單,,2015-09-11
2361731,drop source,置放來源,,2015-09-11
2361732,drop target,置放目標,,2015-09-11
2361733,drop wire,引入線,,2015-09-11
2361734,drop-down combination box,下拉式組合盒,,2015-09-11
2361735,drop-down combo box,下拉式組合方塊,,2015-09-11
2361736,drop-down list,下拉式列表,,2015-09-11
2361737,drop-down menu,下拉式選項單,,2015-09-11
2361738,drop-in ad,偶入廣告,,2015-09-11
2361739,drop-outs,失電；失字,,2015-09-11
2361740,drop-shadows,下落式陰影,,2015-09-11
2361741,dropout compensator,漏失 (訊息) 補償器,,2015-09-11
2361742,dropped bit,漏失位元,,2015-09-11
2361743,dropped frame,丟棄框,,2015-09-11
2361744,dropper,散播病毒程式,,2015-09-11
2361745,dropping condition rule,條件摘除,,2015-09-11
2361746,DrScheme,DrScheme方案,,2015-09-11
2361747,drug information system,藥物資訊系統,,2015-09-11
2361748,Drug Interference,藥物干擾,,2015-09-11
2361749,drugged,麻木化,,2015-09-11
2361750,drum,磁鼓,,2015-09-11
2361751,drum buffer,磁鼓緩衝,,2015-09-11
2361752,drum control,磁鼓控制,,2015-09-11
2361753,drum display,磁鼓顯示,,2015-09-11
2361754,drum drive,磁鼓驅動機,,2015-09-11
2361755,drum head,磁鼓磁頭，磁鼓頭,,2015-09-11
2361756,drum latency time,磁鼓潛伏時間,,2015-09-11
2361757,drum log,磁鼓登錄,,2015-09-11
2361758,drum mark,磁鼓標示,,2015-09-11
2361759,drum memory system，DMS,磁鼓記憶系統,,2015-09-11
2361760,drum memory unit,磁鼓記憶單元,,2015-09-11
2361761,drum number,磁鼓號,,2015-09-11
2361762,drum oriented system,磁鼓導向系統,,2015-09-11
2361763,drum parity,磁鼓同位,,2015-09-11
2361764,drum plotter,圓筒繪圖器,,2015-09-11
2361765,drum printer,鼓型列印機,,2015-09-11
2361766,drum program,磁鼓程式,,2015-09-11
2361767,drum scanner,鼓掃瞄器,,2015-09-11
2361768,drum scanning,磁鼓掃瞄,,2015-09-11
2361769,drum sorting,磁鼓排序,,2015-09-11
2361770,drum storage,磁鼓儲存器,,2015-09-11
2361771,drum storage system,磁鼓儲存系統,,2015-09-11
2361772,drum timing pulse,磁鼓定時脈衝,,2015-09-11
2361773,drum unit，DRU,磁鼓單元,,2015-09-11
2361774,drunk mouse syndrome,醉鼠贈症候群,,2015-09-11
2361775,dry bend,乾彎曲,,2015-09-11
2361776,dry bulb temperature,乾球溫度,,2015-09-11
2361777,dry cell,乾電池,,2015-09-11
2361778,dry contact,乾接觸,,2015-09-11
2361779,dry ink,乾油墨,,2015-09-11
2361780,dry litho,乾平版,,2015-09-11
2361781,dry mounting,乾安裝,,2015-09-11
2361782,dry offset,干柯式,,2015-09-11
2361783,dry photography,乾印術,,2015-09-11
2361784,dry processor,乾式處理器,,2015-09-11
2361785,dry read contact,乾讀接觸,,2015-09-11
2361786,dry run,乾運行,,2015-09-11
2361787,dry running,空運行,,2015-09-11
2361788,dryrun,預檢,,2015-09-11
2361789,DS activated,DS已啟用,,2015-09-11
2361790,DS level,DS 階,,2015-09-11
2361791,DS0,DS0通信,,2015-09-11
2361792,DS1C,DS1C通信,,2015-09-11
2361793,DS2,DS2通信,,2015-09-11
2361794,DS3,DS3通信,,2015-09-11
2361795,DSE (abbreviation),DSE(縮寫),,2015-09-11
2361796,dsn,資料來源名稱,,2015-09-11
2361797,dsn-less connection,無 DSN 連接,,2015-09-11
2361798,DSP/C,DSP/C 語言,,2015-09-11
2361799,DSP32 Assembly Language,DSP32 組合語言,,2015-09-11
2361800,DSP56000,DSP56000 晶片；一種數位影像處理的晶片,,2015-09-11
2361801,DSP56001,DSP56001 晶片；一種數位影像處理的晶片,,2015-09-11
2361802,DSR (abbreviation),DSR(縮寫),,2015-09-11
2361803,DSS database,DSS 資料庫,,2015-09-11
2361804,DSS software system,DSS 軟體系統,,2015-09-11
2361805,DSSSL syntax checker,DSSSL 語法核對器,,2015-09-11
2361806,DST,日光節約時間,,2015-09-11
2361807,DTALGOL,決策表 ALGOL,,2015-09-11
2361808,DTE (abbreviation),DTE(縮寫),,2015-09-11
2361809,DTE/DCE interface,DTE/DCE介面,,2015-09-11
2361810,DTF (Define The File) macro instruction,DTF巨集指令,,2015-09-11
2361811,dtick,排字盤,,2015-09-11
2361812,dual,雙位元組字型,,2015-09-11
2361813,dual access storage handling，DASH,雙存取儲存處置,,2015-09-11
2361814,dual attachment station,雙附接站,,2015-09-11
2361815,dual automaton,對偶自動機,,2015-09-11
2361816,dual band,雙頻帶,,2015-09-11
2361817,dual boot,雙啟動,,2015-09-11
2361818,dual bus,雙匯流排,,2015-09-11
2361819,dual bus system,雙匯流排系統,,2015-09-11
2361820,dual cable broad band LAN,雙電纜寬頻帶區域網路,,2015-09-11
2361821,dual card,雙卡,,2015-09-11
2361822,dual channel controller,雙通道控制器,,2015-09-11
2361823,dual circuitry check,雙電路核對,,2015-09-11
2361824,dual clocking,雙時序,,2015-09-11
2361825,dual cluster,雙群集,,2015-09-11
2361826,dual code,攣生碼,,2015-09-11
2361827,dual coding,雙重編碼,,2015-09-11
2361828,dual control,雙控制,,2015-09-11
2361829,dual density,雙密度,,2015-09-11
2361830,dual disk drive,雙磁碟驅動,,2015-09-11
2361831,dual display,雙顯示,,2015-09-11
2361832,dual element sensor,雙元件感測器,,2015-09-11
2361833,dual gap head,雙間隙頭,,2015-09-11
2361834,dual gate,雙閘,,2015-09-11
2361835,dual graph,雙圖形,,2015-09-11
2361836,dual heads,雙頭,,2015-09-11
2361837,dual homed,雙網路卡電腦,,2015-09-11
2361838,dual homed host,雙址網路系統,,2015-09-11
2361839,dual in-line,雙行,,2015-09-11
2361840,dual in-line memory module，DIMM,雙行記憶體模組,,2015-09-11
2361841,dual in-line package switch,雙行組件開關,,2015-09-11
2361842,dual in-line package，DIP,雙行組件,,2015-09-11
2361843,dual in-line pin switch,雙行插針開關,,2015-09-11
2361844,dual independent bus,雙獨立匯流排,,2015-09-11
2361845,dual infector,雙感染程式,,2015-09-11
2361846,dual intensity,雙強度,,2015-09-11
2361847,dual interface,雙介面,,2015-09-11
2361848,dual language,雙語言,,2015-09-11
2361849,dual latency,雙重潛時,,2015-09-11
2361850,dual level sensing,雙層感測,,2015-09-11
2361851,dual linear program,雙線性程式,,2015-09-11
2361852,dual logging,雙錄誌,,2015-09-11
2361853,dual mode,雙頻模式,,2015-09-11
2361854,dual net,雙網,,2015-09-11
2361855,dual operation,對偶運算，對偶作業，雙用作業,,2015-09-11
2361856,dual pages,雙頁，左右兩頁,,2015-09-11
2361857,dual pen recorder,雙筆式記錄器,,2015-09-11
2361858,dual port,雙埠,,2015-09-11
2361859,dual port memory,雙埠記憶器,,2015-09-11
2361860,dual ported,雙埠的,,2015-09-11
2361861,dual processor,雙處理器,,2015-09-11
2361862,dual processor system,雙處理器系統,,2015-09-11
2361863,dual processors,雙處理器,,2015-09-11
2361864,dual purpose card,雙用途卡片,,2015-09-11
2361865,dual recordings,雙重記錄；複式記錄,,2015-09-11
2361866,dual sector buffer,雙扇區緩衝區,,2015-09-11
2361867,dual signature,雙簽署,,2015-09-11
2361868,dual single inline memory module,雙單進線記憶體模組,,2015-09-11
2361869,dual slope converter,複式斜率轉換器,,2015-09-11
2361870,dual stack system,雙堆疊系統,,2015-09-11
2361871,dual storage,雙儲存器,,2015-09-11
2361872,dual system,雙套系統,,2015-09-11
2361873,dual tone modulation frequency,雙音調調變頻率,,2015-09-11
2361874,dual tone multi frequency，DTMF,雙音多頻,,2015-09-11
2361875,dual tone multiple frequency,雙音多頻,,2015-09-11
2361876,dual-attached,雙附接,,2015-09-11
2361877,dual-attached concentrator,雙附接集線器,,2015-09-11
2361878,dual-channel (bilingual),雙通道,,2015-09-11
2361879,dual-conductor (DC) bubble device,雙導磁泡裝置,,2015-09-11
2361880,dual-density floppy disk controller,雙密度軟碟控制器,,2015-09-11
2361881,dual-diffused MOS integrated circuit,雙擴散金氧半導體積體電路,,2015-09-11
2361882,dual-function,雙函數,,2015-09-11
2361883,dual-gap disk head,雙隙磁頭,,2015-09-11
2361884,dual-gap read-after-write tape head,雙隙寫後讀出磁帶頭,,2015-09-11
2361885,dual-gap rewrite head,雙隙重寫磁頭,,2015-09-11
2361886,Dual-mode Bus,雙用公車系統,,2015-09-11
2361887,dual-purpose connector,雙項連接器,,2015-09-11
2361888,dual-recording,雙記錄,,2015-09-11
2361889,dual-ring topology,雙環拓撲,,2015-09-11
2361890,dual-scan display,雙掃瞄顯示,,2015-09-11
2361891,dual-side mounting PC board,雙面安裝印刷電路板,,2015-09-11
2361892,dual-sided disk drive,雙面磁碟驅動器,,2015-09-11
2361893,dual-simplex,雙重單工,,2015-09-11
2361894,dual-slope A/D converter,複式斜率類比／數位轉換器,,2015-09-11
2361895,dual-stack,雙堆疊的,,2015-09-11
2361896,dual-wide,雙倍寬度,,2015-09-11
2361897,dualism,雙重性；二元論,,2015-09-11
2361898,duality,對偶性,,2015-09-11
2361899,duality principle,對偶原理,,2015-09-11
2361900,dualscan,雙掃描,,2015-09-11
2361901,dub,重新加以錄音；配音,,2015-09-11
2361902,dub feature,配音功能,,2015-09-11
2361903,dubber,複製(錄音、唱片等)；配音者,,2015-09-11
2361904,dubbing,複製(錄音、唱片等)；配音,,2015-09-11
2361905,Dublin Core,Dublin Core 元資料集,,2015-09-11
2361906,Dubner CBG,Dubner字背景產生器,,2015-09-11
2361907,ducking station,電腦基座,,2015-09-11
2361908,ducol-punched card,每行多孔卡片,,2015-09-11
2361909,duct roller,墨槽滾輪；墨槽滾軸,,2015-09-11
2361910,duct system,導管系統,,2015-09-11
2361911,ductor roller,輸送滾輪；輸送滾軸,,2015-09-11
2361912,dud,啞彈,,2015-09-11
2361913,due,到期,,2015-09-11
2361914,due date,到期日,,2015-09-11
2361915,due date limit,到期日極限,,2015-09-11
2361916,due dock,到碼頭日期,,2015-09-11
2361917,due process,到期處理,,2015-09-11
2361918,due process of law,正當程序,,2015-09-11
2361919,due stock,到倉庫日期,,2015-09-11
2361920,DUEL,DUEL 語言,,2015-09-11
2361921,dull green,鈍綠,,2015-09-11
2361922,dull greenish blue,沌綠藍,,2015-09-11
2361923,dull red purple,沌紅紫,,2015-09-11
2361924,dulling spray,減光噴霧,,2015-09-11
2361925,dumb,基本型,,2015-09-11
2361926,dumb dot matrix printer,基本型點矩陣列印機,,2015-09-11
2361927,dumb terminal,啞終端機,,2015-09-11
2361928,dumbed down,當機,,2015-09-11
2361929,dummy,虛擬,,2015-09-11
2361930,dummy activity,虛擬活動,,2015-09-11
2361931,dummy address,虛擬位址,,2015-09-11
2361932,dummy argument,虛擬引數,,2015-09-11
2361933,dummy argument identifier,虛擬引數識別符,,2015-09-11
2361934,dummy array,虛擬陣列,,2015-09-11
2361935,Dummy Bogie,簡易轉向架,,2015-09-11
2361936,dummy cell,虛擬細胞,,2015-09-11
2361937,dummy check,虛擬檢查,,2015-09-11
2361938,dummy component,虛擬組件,,2015-09-11
2361939,dummy control section,虛擬控制區段,,2015-09-11
2361940,dummy data,虛擬資料,,2015-09-11
2361941,dummy data set,虛擬資料集,,2015-09-11
2361942,dummy deck,虛擬卡片疊,,2015-09-11
2361943,dummy device,虛擬裝置,,2015-09-11
2361944,dummy entry,虛擬入口,,2015-09-11
2361945,dummy file,虛擬檔案,,2015-09-11
2361946,dummy host system input,虛擬主機系統輸入,,2015-09-11
2361947,dummy input,虛擬輸入,,2015-09-11
2361948,dummy instruction,虛擬指令,,2015-09-11
2361949,dummy list,虛擬串列,,2015-09-11
2361950,dummy load,虛擬負載,,2015-09-11
2361951,dummy loop,虛擬迴路,,2015-09-11
2361952,dummy main program,虛擬主程式,,2015-09-11
2361953,dummy message,虛擬訊息,,2015-09-11
2361954,dummy module,虛擬模組,,2015-09-11
2361955,dummy node,虛擬節點,,2015-09-11
2361956,dummy order,虛擬命令,,2015-09-11
2361957,dummy parameter,虛擬參數,,2015-09-11
2361958,dummy procedure,虛擬程序,,2015-09-11
2361959,dummy projectile,虛擬發射體,,2015-09-11
2361960,dummy record,虛擬記錄,,2015-09-11
2361961,dummy record type,虛擬記錄型式,,2015-09-11
2361962,dummy routine,虛擬常式,,2015-09-11
2361963,dummy run,虛擬運行,,2015-09-11
2361964,dummy section,虛擬區段,,2015-09-11
2361965,dummy state,虛擬狀態,,2015-09-11
2361966,dummy statement,虛擬敘述,,2015-09-11
2361967,dummy string,虛擬字串,,2015-09-11
2361968,dummy terminal input,虛擬終端輸入,,2015-09-11
2361969,dummy transfer,虛擬傳送,,2015-09-11
2361970,dummy variable,虛擬變數,,2015-09-11
2361971,dummy word,虛擬字,,2015-09-11
2361972,dump,傾印，倒出,,2015-09-11
2361973,dump AC,交流傾印,,2015-09-11
2361974,Dump and Restart,傾印及再啟動,,2015-09-11
2361975,dump change,傾印變更,,2015-09-11
2361976,dump check,核對傾印,,2015-09-11
2361977,dump command,傾印命令,,2015-09-11
2361978,dump dc,傾印直流,,2015-09-11
2361979,dump device,傾印裝置,,2015-09-11
2361980,dump dynamic,動態傾印,,2015-09-11
2361981,dump list,傾印串列,,2015-09-11
2361982,dump memory,傾印記憶,,2015-09-11
2361983,dump mode,傾印模式,,2015-09-11
2361984,dump movie,倒出電影,,2015-09-11
2361985,dump point,傾印點,,2015-09-11
2361986,dump power,電源撤除,,2015-09-11
2361987,dump routine,傾印常式，傾印,,2015-09-11
2361988,dump selective,傾印選擇,,2015-09-11
2361989,dump snapshot,傾印快照,,2015-09-11
2361990,dump static,靜態傾印,,2015-09-11
2361991,dump storage,傾印儲存,,2015-09-11
2361992,dumping,傾印,,2015-09-11
2361993,dumping storage,傾印儲存,,2015-09-11
2361994,duobinary coding,雙二進制編碼,,2015-09-11
2361995,duobinary system,雙二進制系統,,2015-09-11
2361996,duodecillion,10的39次方,,2015-09-11
2361997,duodecimal,十二進位,,2015-09-11
2361998,duodecimal notation,十二進制記法,,2015-09-11
2361999,duodecimal number,十二進數目,,2015-09-11
2362000,duodecimal number system,十二進數位系統,,2015-09-11
2362001,duodecimal numeral,十二進數字,,2015-09-11
2362002,duoformer,疊網成形造紙機,,2015-09-11
2362003,duotone,雙色調,,2015-09-11
2362004,dup control code,複製控制碼,,2015-09-11
2362005,dup killer,重複殺手,,2015-09-11
2362006,dup loop,重複迴路,,2015-09-11
2362007,dupe,複本,,2015-09-11
2362008,duplex,雙工，雙面列印,,2015-09-11
2362009,duplex apparatus,雙工儀器,,2015-09-11
2362010,duplex artificial circuit,雙工仿真電路,,2015-09-11
2362011,duplex board,灰底白紙板,,2015-09-11
2362012,duplex cable,雙工電纜,,2015-09-11
2362013,duplex channel,雙工通道,,2015-09-11
2362014,duplex circuit,雙工電路,,2015-09-11
2362015,duplex communication center,雙工通訊中心,,2015-09-11
2362016,duplex computer,雙工計算機,,2015-09-11
2362017,duplex computer system,雙工計算機系統,,2015-09-11
2362018,duplex console,雙工控制台,,2015-09-11
2362019,duplex control,雙工控制,,2015-09-11
2362020,duplex envelope paper,雙面信封紙,,2015-09-11
2362021,duplex equipment,雙工設備,,2015-09-11
2362022,duplex high speed data，DHSD,雙工高速資料,,2015-09-11
2362023,duplex independent,雙工獨立,,2015-09-11
2362024,duplex line,雙工線路,,2015-09-11
2362025,duplex machine system,雙工機器系統,,2015-09-11
2362026,duplex mode,雙工模式,,2015-09-11
2362027,duplex one tape,雙工單帶,,2015-09-11
2362028,duplex one way,雙工單向,,2015-09-11
2362029,duplex operation,雙工作業,,2015-09-11
2362030,duplex output,雙面列印,,2015-09-11
2362031,duplex paper,雙面紙,,2015-09-11
2362032,Duplex Pressure Gauge,雙針壓力表,,2015-09-11
2362033,duplex printer,雙工列印機,,2015-09-11
2362034,duplex printing,雙面列印,,2015-09-11
2362035,duplex register,雙工暫存器,,2015-09-11
2362036,duplex running,雙工運行,,2015-09-11
2362037,duplex simultaneous two-way,雙工同時雙向,,2015-09-11
2362038,duplex system,雙工系統,,2015-09-11
2362039,duplex terminal,雙工終端機,,2015-09-11
2362040,duplex transmission,雙工傳輸,,2015-09-11
2362041,duplex way system,雙向系統,,2015-09-11
2362042,duplex wire,雙工導線,,2015-09-11
2362043,duplex working,雙工工作,,2015-09-11
2362044,duplexed system,雙工制系統,,2015-09-11
2362045,duplexer,雙工器,,2015-09-11
2362046,duplexing,雙工,,2015-09-11
2362047,duplexing switching system,雙工交換系統,,2015-09-11
2362048,duplicate,重複,,2015-09-11
2362049,duplicate activity,複製活動,,2015-09-11
2362050,duplicate address check,重複位址檢查,,2015-09-11
2362051,duplicate arithmetic unit,重複算術單元,,2015-09-11
2362052,duplicate block/plate,複製塊/版,,2015-09-11
2362053,duplicate definition,重複定義,,2015-09-11
2362054,duplicate elimination,重複刪除,,2015-09-11
2362055,duplicate equipment,重複設備,,2015-09-11
2362056,duplicate error message,重複錯誤訊息,,2015-09-11
2362057,duplicate file,重複檔案,,2015-09-11
2362058,duplicate key,複製鑰，複製鍵,,2015-09-11
2362059,duplicate logical unit,重複邏輯單元,,2015-09-11
2362060,duplicate marking,重複標示,,2015-09-11
2362061,duplicate mass storage volume,重複大量儲存卷,,2015-09-11
2362062,duplicate message,重複訊息,,2015-09-11
2362063,Duplicate Patient,複製病患,,2015-09-11
2362064,duplicate pointer array,複製指標陣列,,2015-09-11
2362065,duplicate procedure name,重複程序名,,2015-09-11
2362066,duplicate record,重複記錄,,2015-09-11
2362067,duplicate transmission,重複傳輸,,2015-09-11
2362068,duplicate transparency,複製投影片,,2015-09-11
2362069,duplicate tuples,重複元組,,2015-09-11
2362070,duplicate volume,複製卷,,2015-09-11
2362071,duplicate window,重複視窗,,2015-09-11
2362072,duplicated file,重複檔案,,2015-09-11
2362073,duplicated record,備份記錄,,2015-09-11
2362074,duplicating card punch,複製打卡機,,2015-09-11
2362075,duplicating check,雙重檢查,,2015-09-11
2362076,duplicating device,雙重裝置,,2015-09-11
2362077,duplicating paper,複印用紙,,2015-09-11
2362078,duplicating unit,複製裝置,,2015-09-11
2362079,duplication,複製,,2015-09-11
2362080,duplication check,重複核對,,2015-09-11
2362081,duplication code,複製碼,,2015-09-11
