系統編號,英文名稱,中文名稱,圖片,更新時間
2341677,binary check digit,二進制檢查數位,,2015-09-11
2341678,binary chop,二元切分,,2015-09-11
2341679,binary circuit,二進制電路,,2015-09-11
2341680,binary code decimal system,二進制碼十進制系統,,2015-09-11
2341681,binary code element set,二元碼元件集,,2015-09-11
2341682,binary code format,二進制碼格式,,2015-09-11
2341683,binary code set,二進制碼集,,2015-09-11
2341684,binary coded address,二進制碼位址,,2015-09-11
2341685,binary coded character,二進制編碼字元,,2015-09-11
2341686,binary coded data，BCD,二進制編碼資料,,2015-09-11
2341687,binary coded decade counter，BCDC,二進制編碼十進計數器,,2015-09-11
2341688,binary coded decimal character code,二進制編碼十進制字元（BCD）代碼,,2015-09-11
2341689,binary coded decimal code,二進編碼十進制碼（簡稱BCD碼）,,2015-09-11
2341690,binary coded decimal notation,二進制編碼的十進制記法，二進制編碼十進制記法,,2015-09-11
2341691,binary coded decimal number,二進制編碼十進數,,2015-09-11
2341692,binary coded decimal number system,二進碼十進系統,,2015-09-11
2341693,binary coded decimal representation，BCN,二進制編碼十進制表示法，二進制編碼的十進數表示法,,2015-09-11
2341694,binary coded decimal system,二進制編碼十進制,,2015-09-11
2341695,binary coded decimal，BCD,二進制編碼十進制,,2015-09-11
2341696,binary coded digit,二進制編碼數位,,2015-09-11
2341697,binary coded information，BCI,二進制編碼資訊,,2015-09-11
2341698,binary coded notation,二進制編碼記法,,2015-09-11
2341699,binary coded octal，BCO,二進制編碼八進制,,2015-09-11
2341700,binary coded output,二進制編碼輸出,,2015-09-11
2341701,binary coded set,二進制編碼集,,2015-09-11
2341702,binary coded state table,二進制編碼狀態表,,2015-09-11
2341703,binary coder,二進制編碼器,,2015-09-11
2341704,binary code，BC,二進制碼,,2015-09-11
2341705,binary coding,二進制編碼,,2015-09-11
2341706,binary coefficient,二進制係數,,2015-09-11
2341707,binary column,二進制行,,2015-09-11
2341708,binary communication system,二進制通信系統,,2015-09-11
2341709,binary comparator,二進制比較器（比較運算符）,,2015-09-11
2341710,binary compatibility,二進制相容性,,2015-09-11
2341711,binary compatibility standard,二進制相容性標準,,2015-09-11
2341712,binary computer,二進制計算機,,2015-09-11
2341713,binary condition,雙值條件,,2015-09-11
2341714,binary constant,二進制常數,,2015-09-11
2341715,binary control,二進制控制,,2015-09-11
2341716,binary control field,二進制控制欄,,2015-09-11
2341717,Binary convolutional encoding,二進制卷積編碼,,2015-09-11
2341718,binary countdown,二進制遞減計數,,2015-09-11
2341719,binary counter，BC,二進制計數器,,2015-09-11
2341720,binary cyclic code,二進制循環碼,,2015-09-11
2341721,binary data,二進制資料,,2015-09-11
2341722,binary data model,二進制資料模型,,2015-09-11
2341723,binary decade counter,二進制至十進計數器,,2015-09-11
2341724,binary decimal,二至十進制,,2015-09-11
2341725,binary decimal code,二進制十進碼,,2015-09-11
2341726,binary decimal conversion,二至十進制轉換,,2015-09-11
2341727,binary decimal converter，BDC,二至十進制轉換器,,2015-09-11
2341728,binary decimal counter，BDC,二進制十進計數器,,2015-09-11
2341729,binary decimal system,二進制十進系統,,2015-09-11
2341730,binary decision,二元決策,,2015-09-11
2341731,binary decision diagram，BDD,二元決策圖,,2015-09-11
2341732,binary decision tree，BDT,二元決策樹,,2015-09-11
2341733,binary deck,二元疊，二進制卡片疊,,2015-09-11
2341734,binary decoder，BD,二進制解碼器,,2015-09-11
2341735,binary device,二進制裝置,,2015-09-11
2341736,binary digit characters,二進制數位字元,,2015-09-11
2341737,binary digit string,二進數位字串，二進位元字串,,2015-09-11
2341738,binary digital computer,二進制數位計算機,,2015-09-11
2341739,binary digital multiplier，BDM,二進制數位乘法器,,2015-09-11
2341740,binary digital signal,二元數位信號,,2015-09-11
2341741,binary digital signal stream,二進數位信號流,,2015-09-11
2341742,binary digital system,二進制數位系統,,2015-09-11
2341743,binary digit，bit,二進數位，二進位數字，二進位元,,2015-09-11
2341744,binary directed tree,二元有向樹,,2015-09-11
2341745,binary divider,二進制除法器,,2015-09-11
2341746,binary dump,二進制傾印,,2015-09-11
2341747,binary dump program,二進制傾印程式,,2015-09-11
2341748,binary eight zero suppression,二進制八個零抑制,,2015-09-11
2341749,binary element,二進制元素,,2015-09-11
2341750,binary element string,二元元件串,,2015-09-11
2341751,binary encoding,二進制編碼,,2015-09-11
2341752,binary equivalent,等效二進數,,2015-09-11
2341753,binary explosive,二元爆破,,2015-09-11
2341754,binary exponential backoff,二進指數倒回,,2015-09-11
2341755,binary expression tree,二元表式樹,,2015-09-11
2341756,binary extension,二進制擴充,,2015-09-11
2341757,binary fan-in technique,二元扇入技術,,2015-09-11
2341758,binary figure,二進制數,,2015-09-11
2341759,binary file,二進制檔案,,2015-09-11
2341760,binary file format,二進制檔案格式,,2015-09-11
2341761,binary file transfer，BFT,二進制檔案傳送,,2015-09-11
2341762,binary fixed point constant,二進制定點常數,,2015-09-11
2341763,binary flipflop,二進制正反器,,2015-09-11
2341764,binary form,二進制表格,,2015-09-11
2341765,binary form file,二進制表格檔案,,2015-09-11
2341766,binary format,二進制格式,,2015-09-11
2341767,binary format code,二進制格式代碼,,2015-09-11
2341768,binary format for scenes,景象的二位元格式,,2015-09-11
2341769,binary function,二元函數,,2015-09-11
2341770,binary GCD algorithm,二元 GCD 演算法,,2015-09-11
2341771,binary half-adder,二進制半加器,,2015-09-11
2341772,binary heap,二元堆積,,2015-09-11
2341773,binary hexadecimal,二進制十六進位,,2015-09-11
2341774,binary hologram,二進制全像,,2015-09-11
2341775,binary image,二進制影像,,2015-09-11
2341776,binary image data,二進制影像資料,,2015-09-11
2341777,binary image processing,二進制影像處理,,2015-09-11
2341778,binary image value,二進制影像值,,2015-09-11
2341779,binary imaging,二進制成像,,2015-09-11
2341780,binary incremental representation,二進遞增表示法,,2015-09-11
2341781,binary information,二進制資訊,,2015-09-11
2341782,binary input,二進制輸入,,2015-09-11
2341783,binary input file,二進制輸入檔案,,2015-09-11
2341784,binary input/output machine，BIOM,二進制輸入輸出機，二進制輸入輸出機,,2015-09-11
2341785,binary insert,二元插入,,2015-09-11
2341786,binary insertion,二元插入,,2015-09-11
2341787,binary insertion sort,二元插入排序,,2015-09-11
2341788,binary instruction format,二進制指令格式,,2015-09-11
2341789,binary instruction packet,二進制指令封包,,2015-09-11
2341790,binary integer,二進制整數,,2015-09-11
2341791,binary internal translator,二進制內部翻譯器,,2015-09-11
2341792,binary intersystem transmission standard，BITS,二進制系統間傳輸標準,,2015-09-11
2341793,binary item,二進制項目,,2015-09-11
2341794,binary language representation，BLR,二進制語言表示法,,2015-09-11
2341795,binary large object，BLOB,二進大物件,,2015-09-11
2341796,binary launcher,二元啟動器,,2015-09-11
2341797,binary leader,二進制引導,,2015-09-11
2341798,binary load,二進制載入,,2015-09-11
2341799,binary load/dump，BLD,二進制載入／傾印（程序）,,2015-09-11
2341800,binary loader,二進制載入器,,2015-09-11
2341801,binary loader tape,二進制載入器磁帶,,2015-09-11
2341802,binary lock,二進制鎖,,2015-09-11
2341803,binary logarithm,二進制對數,,2015-09-11
2341804,binary logic,二進制邏輯,,2015-09-11
2341805,binary logic element,二進制邏輯元素,,2015-09-11
2341806,binary logic network,二進制邏輯網路,,2015-09-11
2341807,binary logic system,二進制邏輯系統,,2015-09-11
2341808,binary lookup,二進制查找,,2015-09-11
2341809,binary machine code,二進制機器碼,,2015-09-11
2341810,binary magnetic tape,二進制磁帶,,2015-09-11
2341811,binary manipulation,二進制調處,,2015-09-11
2341812,binary matching,二進制匹配（法，技術）,,2015-09-11
2341813,binary matrix,二進制矩陣,,2015-09-11
2341814,binary matrix compression,二進制矩陣壓縮,,2015-09-11
2341815,binary merge,二元合併,,2015-09-11
2341816,binary message,二進制訊息,,2015-09-11
2341817,binary method,二分法,,2015-09-11
2341818,binary minus,二進制減（運算符）,,2015-09-11
2341819,binary mode,二進制模式,,2015-09-11
2341820,binary modulation,二進制調變,,2015-09-11
2341821,binary morphology,二元字形學,,2015-09-11
2341822,binary multiplication rule,二進制乘法規則,,2015-09-11
2341823,binary multiplier,二進制乘法器,,2015-09-11
2341824,binary multiply，BN,二進制乘法,,2015-09-11
2341825,binary node，BN,二進制節點,,2015-09-11
2341826,binary nonalgebraic adder,二進制非代數加法器,,2015-09-11
2341827,binary normal,二進制正常,,2015-09-11
2341828,binary notation,二進制記法，二進位記法,,2015-09-11
2341829,binary notation system,二進制記法系統,,2015-09-11
2341830,binary number representation,二進制數表示（法）,,2015-09-11
2341831,binary number system，BNS,二進制數系統,,2015-09-11
2341832,binary number，BM,二進數，二進制號碼,,2015-09-11
2341833,binary numeral,二進數符，二進位數字,,2015-09-11
2341834,binary numeration system,二進制數字系統,,2015-09-11
2341835,binary numerical signal code,二進制數值信號碼,,2015-09-11
2341836,binary object format,二進制目的格式,,2015-09-11
2341837,binary object program,二進制目的程式,,2015-09-11
2341838,binary one,二進制一,,2015-09-11
2341839,binary operation,二進制作業,,2015-09-11
2341840,binary operator,二元運算子,,2015-09-11
2341841,binary output,二進制輸出,,2015-09-11
2341842,binary output file,二進制輸出檔案,,2015-09-11
2341843,binary output program，BOP,二進制輸出程式,,2015-09-11
2341844,binary package,二進制程式包,,2015-09-11
2341845,binary pair,二元對,,2015-09-11
2341846,binary pair (= flip-flop ),正反器,,2015-09-11
2341847,binary parallel digital computer,二進制平行數位計算機,,2015-09-11
2341848,binary phase shift keying，BPSK,二進制相移鍵控（技術）,,2015-09-11
2341849,binary phase-shift key,二進制移相鍵,,2015-09-11
2341850,binary picture data,二進制圖象資料,,2015-09-11
2341851,binary point,二進制小數點,,2015-09-11
2341852,binary priority queue,二元優先佇列,,2015-09-11
2341853,binary product,二進制乘積,,2015-09-11
2341854,binary product generator,二進制乘積產生器,,2015-09-11
2341855,binary pulse code modulation,二進制脈波碼調變,,2015-09-11
2341856,binary quantizer,二進制量化器,,2015-09-11
2341857,binary query,二進制查詢,,2015-09-11
2341858,binary random sequence,二進制隨機順序,,2015-09-11
2341859,binary recording mode,二進制記錄模式,,2015-09-11
2341860,binary reflected,反射二進位,,2015-09-11
2341861,binary relation,二元關係,,2015-09-11
2341862,binary representation,二進制表示（法）,,2015-09-11
2341863,binary representation loader，BRL,二進制表示載入器,,2015-09-11
2341864,binary resolvent,二進制消解式,,2015-09-11
2341865,binary row,二進制列,,2015-09-11
2341866,binary runtime environment for wireless,無線二進執行時環境,,2015-09-11
2341867,binary scaler,二進制定標器,,2015-09-11
2341868,binary scale，BS,二進制標度,,2015-09-11
2341869,binary search,二元搜尋,,2015-09-11
2341870,binary search algorithm,二元搜尋演算法，二分搜尋演算法,,2015-09-11
2341871,binary search function,二元搜尋功能，二分搜尋功能,,2015-09-11
2341872,binary search method,二元搜尋方法，二分搜尋法,,2015-09-11
2341873,binary search program,二元搜尋程式，二分搜尋程式,,2015-09-11
2341874,binary search routine,二元搜尋常式，二分搜尋常式,,2015-09-11
2341875,binary search technique,二元搜尋技術，二分搜尋技術,,2015-09-11
2341876,binary search tree,二元搜尋樹，二分搜尋樹,,2015-09-11
2341877,binary semaphore,二進制旗號,,2015-09-11
2341878,binary sequence,二進制序列,,2015-09-11
2341879,binary serial signaling rate,二元串列信號率,,2015-09-11
2341880,binary serial signalling rate,二進制串聯信號傳輸速率,,2015-09-11
2341881,binary signal,二進制信號,,2015-09-11
2341882,binary signaling,二進制發信號,,2015-09-11
2341883,binary sort tree,二元排序樹,,2015-09-11
2341884,binary space partitioning tree,二元空間分割樹,,2015-09-11
2341885,binary standard numeric representation,二進制標準數字表示法,,2015-09-11
2341886,binary state variable,雙態變數,,2015-09-11
2341887,binary storage,二進制儲存器,,2015-09-11
2341888,binary storage tree,二元儲存樹,,2015-09-11
2341889,binary string,二進制串,,2015-09-11
2341890,binary subtract,二進制減,,2015-09-11
2341891,binary subtraction,二進制減法,,2015-09-11
2341892,binary syllabification,雙音節,,2015-09-11
2341893,binary symbol,二進制符號,,2015-09-11
2341894,binary symmetric,二元對稱,,2015-09-11
2341895,binary symmetric channel，BSC,二元對稱通道,,2015-09-11
2341896,binary symmetric dependent channel，BSDC,二元對稱相依通道,,2015-09-11
2341897,binary symmetric function,二元對稱函數,,2015-09-11
2341898,binary symmetric source,二元對稱源,,2015-09-11
2341899,binary synchronous,二進制同步,,2015-09-11
2341900,binary synchronous adapter，BSA,二元同步轉接器,,2015-09-11
2341901,binary synchronous communication criterion,二進制同步通訊準則,,2015-09-11
2341902,binary synchronous communication protocol,二進制同步通訊協定,,2015-09-11
2341903,binary synchronous communications,二進制同步通信,,2015-09-11
2341904,binary synchronous communications adapter，BSCA,二進制同步通訊配接器,,2015-09-11
2341905,binary synchronous communications controller，BSCC,二進制同步通訊控制器,,2015-09-11
2341906,binary synchronous communication，BISYNC,二進制同步通訊,,2015-09-11
2341907,binary synchronous protocol，BISYNC,二進制同步協定,,2015-09-11
2341908,binary synchronous ROM,二進同步唯讀記憶體,,2015-09-11
2341909,binary synchronous transmission,二進制同步傳輸,,2015-09-11
2341910,binary system,二進制系統,,2015-09-11
2341911,binary tape assembler,二元帶組合器,,2015-09-11
2341912,binary to analog converter,二進制至類比轉換器,,2015-09-11
2341913,binary to ASCII,二進制轉ASCII,,2015-09-11
2341914,binary to decimal conversion,二至十進制轉換,,2015-09-11
2341915,binary to decimal，B-D,二至十進制，二進制至十進制轉換，二進制至十進制,,2015-09-11
2341916,binary transfer,二進制傳送,,2015-09-11
2341917,binary transmission,二元傳輸,,2015-09-11
2341918,binary traversal,二元遍歷,,2015-09-11
2341919,binary tree,二元樹,,2015-09-11
2341920,binary tree architecture,二元樹架構,,2015-09-11
2341921,binary tree processor network,二元樹處理機網路,,2015-09-11
2341922,binary tree representation of trees,樹的二元樹表示法,,2015-09-11
2341923,binary tree search,二元樹搜尋,,2015-09-11
2341924,binary tree sort,二元樹排序,,2015-09-11
2341925,binary tree structure,二元樹結構,,2015-09-11
2341926,binary tree traversal,二元樹遍歷,,2015-09-11
2341927,binary tree type,二元樹型,,2015-09-11
2341928,binary trigger,二元觸發器,,2015-09-11
2341929,binary unit,二進制單元,,2015-09-11
2341930,binary unit-distance code,二進制單元距離碼,,2015-09-11
2341931,binary variable,二進制變數,,2015-09-11
2341932,binary vector,二進制向量,,2015-09-11
2341933,binary weighted ramp generation,加權二進制斜坡產生,,2015-09-11
2341934,binary word,二進制字,,2015-09-11
2341935,binary zero,二進制零,,2015-09-11
2341936,binary-safe function,二進制安全函數,,2015-09-11
2341937,binary-to-hexadecimal conversion，BINHEX,二進轉十六進法,,2015-09-11
2341938,binary-to-octal conversion,二進制轉為十進制,,2015-09-11
2341939,binary-weighted error-detection system,二進加權誤差偵測系統,,2015-09-11
2341940,binary，BIN,二進制，二進數,,2015-09-11
2341941,binaural,立體聲,,2015-09-11
2341942,bind,連結，結合,,2015-09-11
2341943,bind an address,連結一位址,,2015-09-11
2341944,bind command,連結命令,,2015-09-11
2341945,bind context,連結上下文,,2015-09-11
2341946,bind image,連結影像,,2015-09-11
2341947,bind image table,連結影像表,,2015-09-11
2341948,bind session request,連結對話請求,,2015-09-11
2341949,bind to set,連結設定,,2015-09-11
2341950,binder,連結程式,,2015-09-11
2341951,binder group,連結組,,2015-09-11
2341952,binder hole card,有裝訂孔卡片,,2015-09-11
2341953,binder holes,裝訂孔,,2015-09-11
2341954,bindery,裝訂場,,2015-09-11
2341955,binding agent,連結代理器,,2015-09-11
2341956,binding board,裝訂板,,2015-09-11
2341957,binding handle,連結柄,,2015-09-11
2341958,binding item,連結項,,2015-09-11
2341959,binding number,連結數,,2015-09-11
2341960,binding occurrence,連結出現,,2015-09-11
2341961,binding post,連結桿,,2015-09-11
2341962,binding process,連結過程,,2015-09-11
2341963,binding time,連結時間,,2015-09-11
2341964,binding-time analysis,連接時間分析,,2015-09-11
2341965,binding，BIND,連結,,2015-09-11
2341966,bingo sort,賓果排序,,2015-09-11
2341967,binistor,四層半導體開關管,,2015-09-11
2341968,binocular imaging,雙目成像,,2015-09-11
2341969,binomial,二項式,,2015-09-11
2341970,binomial coefficient,二項式係數,,2015-09-11
2341971,binomial distribution,二項式分佈,,2015-09-11
2341972,binomial formula,二項式公式,,2015-09-11
2341973,binomial formula generalized,廣義二項式公式,,2015-09-11
2341974,binomial heap,二項式堆積,,2015-09-11
2341975,binomial test,二項式測試,,2015-09-11
2341976,binomial theorem,二項式定理,,2015-09-11
2341977,binomial tree,二項式樹,,2015-09-11
2341978,BinProlog,BinProlog 語言,,2015-09-11
2341979,bintree,二叉樹,,2015-09-11
2341980,bio-feedback,生物回饋,,2015-09-11
2341981,bioapim consortium,BioAPI 協會,,2015-09-11
2341982,bioastrophysics,天體生物物理學,,2015-09-11
2341983,biochip,生物晶片,,2015-09-11
2341984,biocodes,生命資訊資料庫,,2015-09-11
2341985,biocomputer,生物計算機,,2015-09-11
2341986,biocomputer statistics，BCS,生物計算機統計學,,2015-09-11
2341987,biocontrol system,生物控制系統,,2015-09-11
2341988,biocybernetics,生物控制論,,2015-09-11
2341989,biodemography,生態統計學,,2015-09-11
2341990,biodynamics,生物動力學,,2015-09-11
2341991,bioelectronics,生物電子學,,2015-09-11
2341992,bioenergetics,生物能量學,,2015-09-11
2341993,bioengineering,生物工程學,,2015-09-11
2341994,bioergonomics,生物功效學,,2015-09-11
2341995,bioinformatics,生物資訊學,,2015-09-11
2341996,biological abstracts，BA,生物學文摘,,2015-09-11
2341997,biological agent,生物代理者,,2015-09-11
2341998,biological analogy,生物類推,,2015-09-11
2341999,biological computer laboratory，BCL,生物計算機實驗室,,2015-09-11
2342000,biological information processing organization,生物資訊處理組織,,2015-09-11
2342001,biological pattern recognition,生物圖型識別,,2015-09-11
2342002,biological science communications project，BSCP,生物科學通訊專案,,2015-09-11
2342003,biological statistics,生物統計學,,2015-09-11
2342004,biological system,生物系統,,2015-09-11
2342005,biological telemetry,生物信息遙測技術,,2015-09-11
2342006,biological warfare,生物戰,,2015-09-11
2342007,biomathematics,生物數學,,2015-09-11
2342008,biomechatronics,生物力學,,2015-09-11
2342009,BIOMED,BIOMED統計計算套裝軟體,,2015-09-11
2342010,biomedical analog signal processor，BASP,生物醫學類比信號處理機,,2015-09-11
2342011,biomedical computing technology information center,生物醫學計算技術資訊中心,,2015-09-11
2342012,biomedical data (statistical software package)，BMD,生物醫學資料（統計套裝軟體）,,2015-09-11
2342013,biomedical data，BMD,生物醫學資料（統計套裝軟體）,,2015-09-11
2342014,biomedical program,生物醫學程式,,2015-09-11
2342015,biometric,生物特徵量測學,,2015-09-11
2342016,biometric authentication,生物特徵量測鑑別,,2015-09-11
2342017,biometric computer service inc.，BCSI,生物統計計算機服務公司,,2015-09-11
2342018,biometric device,生物特徵量測裝置,,2015-09-11
2342019,biometric engine,生物特徵量測引擎,,2015-09-11
2342020,biometric security devices,生物統計保全裝置,,2015-09-11
2342021,biometric verification,生物特徵量測驗證,,2015-09-11
2342022,biometrics,生物統計學,,2015-09-11
2342023,biomimetic,生物模仿,,2015-09-11
2342024,bionic computer,仿生計算機,,2015-09-11
2342025,bionic system,仿生系統,,2015-09-11
2342026,bionics,仿生學,,2015-09-11
2342027,biophysical society,生物物理學會,,2015-09-11
2342028,Biophysical Society，BS,生物物理學會,,2015-09-11
2342029,biophysics,生物物理學,,2015-09-11
2342030,biorobot,生物機器人,,2015-09-11
2342031,biorthogonality relation,雙正交關係,,2015-09-11
2342032,BIOS,基本輸出入系統,,2015-09-11
2342033,BIOS interrupt,基本輸入輸出系統中斷,,2015-09-11
2342034,bioscience,生物科學,,2015-09-11
2342035,biosensor,生物傳感器,,2015-09-11
2342036,BIOSIS previews,生命科學資訊預測資料庫,,2015-09-11
2342037,biostatistics,生物統計學,,2015-09-11
2342038,biosystem,生物系統,,2015-09-11
2342039,Biot-Savart's law,畢奧－薩瓦定律,,2015-09-11
2342040,biotechnology,生物工程學,,2015-09-11
2342041,biotelemetry system,生物遙測系統,,2015-09-11
2342042,biotron,高跨導孿生管,,2015-09-11
2342043,bipartite graph,偶圖,,2015-09-11
2342044,bipartite matching,雙族匹配,,2015-09-11
2342045,biphase coding,雙相編碼,,2015-09-11
2342046,biphase level coding,雙相位準編碼,,2015-09-11
2342047,biphase level，BIL,雙相電平,,2015-09-11
2342048,biphase mark coding,雙相標示編碼,,2015-09-11
2342049,biphase mark，BIM,雙相標示，雙相標記,,2015-09-11
