系統編號,英文名稱,中文名稱,圖片,更新時間
2421611,serial number cycle,序列號碼循環,,2015-09-11
2421612,serial numbering,序列編號,,2015-09-11
2421613,serial on-line，SERLINE,線上串聯,,2015-09-11
2421614,serial operation,串列操作,,2015-09-11
2421615,serial operation word,串列操作字,,2015-09-11
2421616,serial out,串列輸出,,2015-09-11
2421617,serial output data，SOD,串列輸出資料,,2015-09-11
2421618,serial output register，SOR,串列輸出暫存器,,2015-09-11
2421619,serial output，SO,串列輸出,,2015-09-11
2421620,serial overhead,串列間接費用,,2015-09-11
2421621,serial parallel interface,串列平行介面,,2015-09-11
2421622,serial peripheral interface，SPI,串列週邊介面,,2015-09-11
2421623,serial poll disable,禁止串列輪詢,,2015-09-11
2421624,serial poll enable,允許串列查詢,,2015-09-11
2421625,serial port,串聯埠，串行端口，串行出入口,,2015-09-11
2421626,serial port adapter,串聯埠配接器,,2015-09-11
2421627,serial presence detect,序列存在檢測,,2015-09-11
2421628,serial print,串列列印,,2015-09-11
2421629,Serial Printer Interface,串行印表機介面,,2015-09-11
2421630,serial printer，SPR,串列列印機,,2015-09-11
2421631,serial process hierarchical control,串列處理階層式控制,,2015-09-11
2421632,serial processing,串列處理，順序處理,,2015-09-11
2421633,serial processing system,串列處理系統,,2015-09-11
2421634,serial processor,串列處理機,,2015-09-11
2421635,serial programming,串列程式設計,,2015-09-11
2421636,serial punch,串列打孔,,2015-09-11
2421637,serial read,串列讀（取）,,2015-09-11
2421638,serial reader punch，SRP,串列讀取機打孔,,2015-09-11
2421639,serial receive control signal,串列接收控制信號,,2015-09-11
2421640,serial receive synchronization control,串列接收同步控制,,2015-09-11
2421641,serial register,串列暫存器,,2015-09-11
2421642,serial reusable,串列可再用,,2015-09-11
2421643,serial reusable routine,串列可再用常式,,2015-09-11
2421644,serial run test,串列運行測試,,2015-09-11
2421645,serial scanning model,順序掃瞄模型，串聯掃瞄模型,,2015-09-11
2421646,serial scheduling,序列排程,,2015-09-11
2421647,serial search,順序搜尋,,2015-09-11
2421648,serial section,串聯區段,,2015-09-11
2421649,serial shadow register,串聯影子暫存器,,2015-09-11
2421650,serial shared resource,串列分享資源,,2015-09-11
2421651,serial shift register,串列移位暫存器,,2015-09-11
2421652,serial signaling rate,串列發信號率,,2015-09-11
2421653,serial sort,串列分類,,2015-09-11
2421654,serial statement,串列敘述,,2015-09-11
2421655,serial storage,串列儲存器，串聯儲存,,2015-09-11
2421656,serial storage architecture，SSA,串聯儲存架構,,2015-09-11
2421657,serial stream of bit,串列位元流,,2015-09-11
2421658,serial synchronous hunt mode,串列同步尋覓模式,,2015-09-11
2421659,serial system,串列系統,,2015-09-11
2421660,serial task,順序任務，串列任務,,2015-09-11
2421661,serial terminal,串列終端,,2015-09-11
2421662,serial test,串列測試,,2015-09-11
2421663,serial time-sharing system,串列分時系統,,2015-09-11
2421664,serial to parallel conversion,串聯至並聯轉換,,2015-09-11
2421665,serial to parallel converter,串聯至並聯轉換器,,2015-09-11
2421666,serial transfer,串列傳送,,2015-09-11
2421667,serial transmission,串列傳輸,,2015-09-11
2421668,serial transmit control signal,串列傳輸控制信號,,2015-09-11
2421669,serial transport layer,序列傳送層,,2015-09-11
2421670,serial type adder,串列型加法器,,2015-09-11
2421671,serial user buffer,串列用戶緩衝器,,2015-09-11
2421672,Serial vs Parallel Bus Structures,串列對並列匯流排結構,,2015-09-11
2421673,Serial vs. Parallel Communication,串列對並列通信,,2015-09-11
2421674,serial word operation,串列字操作,,2015-09-11
2421675,serial work flow,串列工作流程,,2015-09-11
2421676,serial-in parallel-out multiplier,串列輸入並行輸出乘法器,,2015-09-11
2421677,serial-parallel,串並聯,,2015-09-11
2421678,serial-parallel A/D converter,串並聯類比／數位轉換器,,2015-09-11
2421679,serial-parallel contact network,串並聯接觸網路,,2015-09-11
2421680,serial-parallel control,串並聯控制,,2015-09-11
2421681,serial-parallel conversion,串並聯轉換,,2015-09-11
2421682,serial-parallel converter,串並聯轉換器,,2015-09-11
2421683,serial-parallel converter module,串並聯轉換器模組,,2015-09-11
2421684,serial-parallel multiplication,串並聯乘法,,2015-09-11
2421685,serial-parallel network,串並聯網路,,2015-09-11
2421686,serial-parallel operation,序列-平行運算,,2015-09-11
2421687,serial-parallel register,串並聯暫存器,,2015-09-11
2421688,serial-parallel-serial，SPS,串聯－並聯－串聯,,2015-09-11
2421689,serializability,可串聯性,,2015-09-11
2421690,serializability theory,可串聯性理論,,2015-09-11
2421691,serializable,可串聯化,,2015-09-11
2421692,serializable class,可串聯化類別,,2015-09-11
2421693,serialization,串列化，編序,,2015-09-11
2421694,serialize,串聯化,,2015-09-11
2421695,serialized job processor，SJP,串聯化工件處理機,,2015-09-11
2421696,serialized scheduling,串聯化排程,,2015-09-11
2421697,serializer,串聯器,,2015-09-11
2421698,serializer/deserializer,串聯器／解串器,,2015-09-11
2421699,serially,連續,,2015-09-11
2421700,serially reusable,連續可再用,,2015-09-11
2421701,serially reusable attribute,連續可再用屬性,,2015-09-11
2421702,serially reusable load module,連續可再用載入模組,,2015-09-11
2421703,serially reusable program,連續可再用程式,,2015-09-11
2421704,serially reusable resource，SRR,連續可再用資源,,2015-09-11
2421705,serially reusable routine,連續可再用常式,,2015-09-11
2421706,serialn printer,串聯列印機,,2015-09-11
2421707,serial，SER,串聯，序列，串列,,2015-09-11
2421708,Serial－to－Parallel Converter,串並聯變換器,,2015-09-11
2421709,Serial／Parallel Converter Module,串列／並列變換模組,,2015-09-11
2421710,series,級數，序列，串聯，系列,,2015-09-11
2421711,series architecture,系列體架構,,2015-09-11
2421712,series assignment algorithm,串列賦值算法,,2015-09-11
2421713,series bit-slices,系列位片,,2015-09-11
2421714,series blasting circuit,序列爆炸電路,,2015-09-11
2421715,series circuit,串聯電路,,2015-09-11
2421716,series combination,串聯組合,,2015-09-11
2421717,series compensation filter,串聯補償濾波器,,2015-09-11
2421718,series computer operator,系列計算機操作員,,2015-09-11
2421719,series connection,串聯連接,,2015-09-11
2421720,series connective,序列連接,,2015-09-11
2421721,series damping resistor,串聯阻尼電阻器,,2015-09-11
2421722,series gating technique,串聯閘控技術,,2015-09-11
2421723,series in parallel blasting circuit,平行發射電路串聯,,2015-09-11
2421724,series inductance,串聯電感,,2015-09-11
2421725,series interface,串聯介面,,2015-09-11
2421726,series interface board,串聯介面板,,2015-09-11
2421727,series loss,串聯損耗,,2015-09-11
2421728,series machine,串聯機器,,2015-09-11
2421729,series microprocessor,系列微處理機,,2015-09-11
2421730,series modality,序列模態,,2015-09-11
2421731,series mode rejection，SMR,串聯模式排斥,,2015-09-11
2421732,series modulation,串聯調變,,2015-09-11
2421733,series multiple arrangement,串聯多重安排,,2015-09-11
2421734,series multiple connection,串聯多重連接,,2015-09-11
2421735,series parallel control,級數平行控制,,2015-09-11
2421736,series records,串聯記錄,,2015-09-11
2421737,series resistor,串聯電阻器,,2015-09-11
2421738,series system,串聯制（系統）,,2015-09-11
2421739,series termination,串聯終止,,2015-09-11
2421740,series to parallel converter,串聯至平行轉換器,,2015-09-11
2421741,series transmission,串聯傳輸,,2015-09-11
2421742,series X recommendation,X系列推薦（推荐標準）,,2015-09-11
2421743,series-parallel connection,串並聯連接,,2015-09-11
2421744,series-parallel contact network,串並聯接觸網路,,2015-09-11
2421745,series-parallel counter,串並聯（混合）計數器,,2015-09-11
2421746,series-parallel network,串並聯網路,,2015-09-11
2421747,series-parallel，SP,串並聯,,2015-09-11
2421748,serif,對線（特指加在字母上做裝飾的細線）,,2015-09-11
2421749,serigraphy,絹印；網印,,2015-09-11
2421750,serious bodily harm,重傷,,2015-09-11
2421751,serious error condition,嚴重錯誤情形,,2015-09-11
2421752,serpentine domain,螺旋形領域,,2015-09-11
2421753,servability,可服務性,,2015-09-11
2421754,serve,伺服,,2015-09-11
2421755,serveability,可服務性,,2015-09-11
2421756,servelet,小服務程式,,2015-09-11
2421757,server,伺服器,,2015-09-11
2421758,server accelerator card,伺服器加速卡,,2015-09-11
2421759,server appliance,低價上網伺服器,,2015-09-11
2421760,server application,伺服器應用軟體,,2015-09-11
2421761,server blade,伺服器刀鋒,,2015-09-11
2421762,server cluster,伺服器叢集,,2015-09-11
2421763,server console,伺服器控制台,,2015-09-11
2421764,Server Consolidation,伺服器整合,,2015-09-11
2421765,server error,伺服器錯誤,,2015-09-11
2421766,server farm,伺服器場,,2015-09-11
2421767,server gated cryptology,伺服器閘控密碼術,,2015-09-11
2421768,server guard,伺服器防護程式,,2015-09-11
2421769,server key,伺服器鑰,,2015-09-11
2421770,server message block,伺服器訊息塊,,2015-09-11
2421771,server message block protocol,伺服器訊息塊協定,,2015-09-11
2421772,server migration,伺服器遷移,,2015-09-11
2421773,server mirroring,伺服器鏡像(備分),,2015-09-11
2421774,server partitioning,伺服器分割,,2015-09-11
2421775,server process,伺服器處理,,2015-09-11
2421776,server program,伺服器程式,,2015-09-11
2421777,server push-pull,伺服器推拉,,2015-09-11
2421778,server requester programming interface,伺服器請求者程式介面,,2015-09-11
2421779,server room,伺服器機房,,2015-09-11
2421780,server side,伺服器側,,2015-09-11
2421781,server space provider,伺服器空間提供者,,2015-09-11
2421782,server standard,伺服器標準,,2015-09-11
2421783,server-based application,伺服器為基應用,,2015-09-11
2421784,server-free data movement,無伺服器資料移動,,2015-09-11
2421785,server-prompted scheduling mode,伺服器啟動排程模式,,2015-09-11
2421786,server-push,伺服器推送,,2015-09-11
2421787,server-side,伺服器端,,2015-09-11
2421788,server-side include,伺服器端包含變數值,,2015-09-11
2421789,serverless backup,無伺服器備份,,2015-09-11
2421790,serverlet,Java 小服務程式,,2015-09-11
2421791,service ability,服務能力，維修能力,,2015-09-11
2421792,service ability testing,服務（維修）能力測試,,2015-09-11
2421793,Service Access Controller Administration,服務存取控制器管理,,2015-09-11
2421794,service access point address,服務存取點位址,,2015-09-11
2421795,service access point identifier,服務存取點識別符,,2015-09-11
2421796,service access point，SAP,服務存取點,,2015-09-11
2421797,service adapter,服務配接器,,2015-09-11
2421798,service advertising protocol，SAP,服務通告協定,,2015-09-11
2421799,service aid,服務工具,,2015-09-11
2421800,service ammunition,實戰彈藥,,2015-09-11
2421801,service area,服務區，有效作用區,,2015-09-11
2421802,service area concept,服務區概念,,2015-09-11
2421803,service asset and configuration management,服務資產及組態管理,,2015-09-11
2421804,service assistance switchboard,服務輔助交換機,,2015-09-11
2421805,service band,服務頻帶,,2015-09-11
2421806,service bit,服務位元,,2015-09-11
2421807,service bnreau co.，SBC,服務局公司,,2015-09-11
2421808,service book,維修手冊,,2015-09-11
2421809,service bureau,服務局，維修處,,2015-09-11
2421810,service capacity management,服務產能管理,,2015-09-11
2421811,service category,服務範疇,,2015-09-11
2421812,service center,服務中心,,2015-09-11
2421813,service channel,服務通道,,2015-09-11
2421814,service charge,服務費,,2015-09-11
2421815,service checking routine,維修檢查常式,,2015-09-11
2421816,service circuit,服務電路,,2015-09-11
2421817,service class,服務級別，服務等級,,2015-09-11
2421818,service clearance,服務間距，維修空間,,2015-09-11
2421819,service code,服務碼,,2015-09-11
2421820,service command,服務命令,,2015-09-11
2421821,service computer signaling channel,服務電腦發信號通道,,2015-09-11
2421822,service condition,服務條件,,2015-09-11
2421823,service connection,服務連接,,2015-09-11
2421824,service console,服務控制台,,2015-09-11
2421825,service continuity management,服務持續管理,,2015-09-11
2421826,service contract,維修服務合約,,2015-09-11
2421827,service control point,服務控制點,,2015-09-11
2421828,service conversation,服務對話,,2015-09-11
2421829,service cycle,服務週期,,2015-09-11
2421830,service data,服務資料，維護（使用）資料,,2015-09-11
2421831,service data unit integrity,服務資料單元完整性,,2015-09-11
2421832,service data unit，SDU,服務資料單元,,2015-09-11
2421833,service definition,服務定義,,2015-09-11
2421834,service dependability,服務可靠性,,2015-09-11
2421835,service design package,服務設計組件,,2015-09-11
2421836,service desk,服務台,,2015-09-11
2421837,service discipline,服務規則,,2015-09-11
2421838,service discovery protocol,服務發現協定,,2015-09-11
2421839,service document,服務文件,,2015-09-11
2421840,service efficiency,服務效率,,2015-09-11
2421841,service element,服務元件,,2015-09-11
2421842,service engineer,維護工程師,,2015-09-11
2421843,service engineering,維護工程,,2015-09-11
2421844,service error,服務錯誤,,2015-09-11
2421845,service exchange,服務交換,,2015-09-11
2421846,service facility,服務設施,,2015-09-11
2421847,service frequency,維修頻率,,2015-09-11
2421848,service games,服務遊戲,,2015-09-11
2421849,service GPRS support node,服務 GPRS 支援節點,,2015-09-11
2421850,service grade,服務等級,,2015-09-11
2421851,service group,服務群組,,2015-09-11
2421852,service guide,服務導引,,2015-09-11
2421853,service hour,服務時間,,2015-09-11
2421854,service hours information,服務時間資訊；車站服務時間告示板,,2015-09-11
2421855,service indication,服務指示,,2015-09-11
2421856,service information,服務資訊,,2015-09-11
2421857,service information analysis,服務資訊分析,,2015-09-11
2421858,service initiator,服務啟動器,,2015-09-11
2421859,service inspection,服務檢驗,,2015-09-11
2421860,service instruction,服務指令,,2015-09-11
2421861,service interface command,服務介面命令,,2015-09-11
2421862,service interrupt,服務中斷,,2015-09-11
2421863,service interrupt reporting,服務中斷報告,,2015-09-11
2421864,service level,服務等級,,2015-09-11
2421865,service level agreement,服務等級協議；服務層協議,,2015-09-11
2421866,service level management,服務等級管理,,2015-09-11
2421867,service level management system,服務層管理系統,,2015-09-11
2421868,service level objective,服務等級目標,,2015-09-11
2421869,service level package,服務等級套件；服務層套件,,2015-09-11
2421870,service level requirement,服務等級需求；服務層需求,,2015-09-11
2421871,service level target,服務等級目標；服務層目標,,2015-09-11
2421872,service level update,服務等級更新,,2015-09-11
2421873,service library,服務程式館,,2015-09-11
2421874,service life,使用期限，使用壽命,,2015-09-11
2421875,service life evaluation,使用壽命評估,,2015-09-11
2421876,service location protocol,服務定位協定,,2015-09-11
2421877,service log,服務日誌,,2015-09-11
2421878,service macro,服務巨集,,2015-09-11
2421879,service macro instruction,服務巨集指令,,2015-09-11
2421880,service management layer,服務管理層,,2015-09-11
2421881,service management lifecycle,服務管理生命週期,,2015-09-11
2421882,service manager,服務經理，業務經理,,2015-09-11
2421883,service manual,工作手冊，維護手冊,,2015-09-11
2421884,service message,服務訊息,,2015-09-11
2421885,service meter,用戶儀表,,2015-09-11
2421886,service meter key,用戶儀表鍵,,2015-09-11
2421887,service mode,服務模式,,2015-09-11
2421888,service mode switch,服務模式開關,,2015-09-11
2421889,service modem,服務數據機,,2015-09-11
2421890,service modem cable,服務數據機纜,,2015-09-11
2421891,service module,服務模組,,2015-09-11
2421892,service node interface,服務點介面,,2015-09-11
2421893,service operation monitor，SOM,服務作業監視器,,2015-09-11
2421894,service order program,服務次序程式,,2015-09-11
2421895,service order table,服務次序表,,2015-09-11
2421896,service out，SERVO;SO,服務信號輸出,,2015-09-11
2421897,service pack,服務軟體組,,2015-09-11
2421898,service package,服務套裝軟體,,2015-09-11
2421899,service panel adapter，SPCK,維修面板配接器，維護面板配接器,,2015-09-11
2421900,service panel，SP,維修面板，維護面板,,2015-09-11
2421901,service part,維修零件,,2015-09-11
2421902,service part forecast,維修零件預測,,2015-09-11
2421903,Service Patch,服務修補,,2015-09-11
2421904,service period,維修週期（期間）,,2015-09-11
2421905,service pipeline,服務管線；服務管道,,2015-09-11
2421906,service point,服務（檢修）點,,2015-09-11
2421907,service portfolio,服務組合,,2015-09-11
2421908,service portfolio management,服務組合管理,,2015-09-11
2421909,service potential,服務潛力,,2015-09-11
2421910,service primitive,服務基元,,2015-09-11
2421911,service probability,服務機率,,2015-09-11
2421912,service processor,服務處理機,,2015-09-11
2421913,service profile identifier,服務設定檔識別符,,2015-09-11
2421914,service program,服務程式,,2015-09-11
2421915,service protection,服務保護,,2015-09-11
2421916,service protocol identifier,服務協定識別碼,,2015-09-11
2421917,service provider,服務提供者,,2015-09-11
2421918,service quality,服務品質,,2015-09-11
2421919,service quality parameter,服務品質參數,,2015-09-11
2421920,service queue,服務隊列,,2015-09-11
2421921,service rate,服務率,,2015-09-11
2421922,service reference model,服務參考模型,,2015-09-11
2421923,service release 1,維修版本 1,,2015-09-11
2421924,Service Release 2,維修版本 2,,2015-09-11
2421925,service representative,服務業務代表,,2015-09-11
2421926,service representative privilege class,服務代表特權階級,,2015-09-11
2421927,service request,服務請求,,2015-09-11
2421928,service request block，SRB,服務請求塊,,2015-09-11
2421929,service request interrupts,服務請求中斷,,2015-09-11
2421930,service request line,服務請求線,,2015-09-11
2421931,service request monitor，SRM,服務維修請求監視器,,2015-09-11
2421932,service request output,服務請求輸出,,2015-09-11
2421933,service restoral,業務恢復,,2015-09-11
2421934,service routine,服務常式,,2015-09-11
2421935,service security layer,服務安全層,,2015-09-11
2421936,service seeking,服務尋覓,,2015-09-11
2421937,service seeking pause,服務尋覓暫停,,2015-09-11
2421938,service sequence，SERV,維修順序，服務順序,,2015-09-11
2421939,service set identification,服務集合識別,,2015-09-11
2421940,service set identifier,服務設定識別符,,2015-09-11
2421941,service signal,服務信號,,2015-09-11
2421942,service specific coordination function,服務特定協調功能,,2015-09-11
2421943,service specification,服務規格,,2015-09-11
2421944,service speed,服務速率,,2015-09-11
2421945,service standard,服務標準,,2015-09-11
2421946,service state,服務狀態,,2015-09-11
2421947,service subprogram,服務次程式,,2015-09-11
2421948,service supplier,服務供應者,,2015-09-11
2421949,service technic,維修技術,,2015-09-11
2421950,Service Terminal,維修服務工具,,2015-09-11
2421951,service test,維修測試,,2015-09-11
2421952,service test pause,維修測試暫停,,2015-09-11
2421953,service time,維修時間,,2015-09-11
2421954,service time distribution,服務時間分配，維修時間分配,,2015-09-11
2421955,service time interval,服務時間間隔，維修週期,,2015-09-11
2421956,service transaction program,服務異動程式，業務異動程式,,2015-09-11
2421957,service type,服務型態,,2015-09-11
2421958,service unit,服務單元,,2015-09-11
2421959,service update process,服務更新處理，業務更新處理,,2015-09-11
2421960,service user,服務使用者,,2015-09-11
2421961,service utility,服務公用程式；服務效用,,2015-09-11
2421962,service validation and testing,服務驗證及測試,,2015-09-11
2421963,service virtual machine,服務虛擬機,,2015-09-11
2421964,Service Wagon,工作台車,,2015-09-11
2421965,service-oriented architecture,服務導向式架構,,2015-09-11
2421966,service-oriented integration,服務導向式整合,,2015-09-11
2421967,service-oriented management,服務導向式管理,,2015-09-11
2421968,service/operator panel,服務與操作面板,,2015-09-11
2421969,Service/Test/Observation Performance Schedule,檢驗／觀察執行排程,,2015-09-11
2421970,serviceability ratio,可服務性比率,,2015-09-11
2421971,serviceable,可服務,,2015-09-11
2421972,serviceable time,可服務時間,,2015-09-11
2421973,servicer,服務程式,,2015-09-11
2421974,services display,服務顯示（器）,,2015-09-11
2421975,services provisioning markup language,服務供應標示語言,,2015-09-11
2421976,services relationship management,服務關係管理,,2015-09-11
2421977,service，SERV;SRV,服務,,2015-09-11
2421978,servicing,服務，維護，修理,,2015-09-11
2421979,Servicing Facility,維修設施,,2015-09-11
2421980,servicing time,服務時間，維護時間，修理時間,,2015-09-11
2421981,servitude,地役權,,2015-09-11
2421982,servo,伺服裝置，伺服機構,,2015-09-11
2421983,servo A/D converter,伺服類比／數位轉換器,,2015-09-11
2421984,servo action,伺服作用,,2015-09-11
2421985,servo actuated control,伺服有效控制,,2015-09-11
2421986,servo analog computer,伺服類比計算機,,2015-09-11
2421987,servo card,伺服卡,,2015-09-11
2421988,servo channel,伺服通道,,2015-09-11
2421989,servo component,伺服組件,,2015-09-11
2421990,servo computer,伺服計算機,,2015-09-11
2421991,servo control,伺服控制,,2015-09-11
2421992,servo control amplifier,伺服控制放大器,,2015-09-11
2421993,servo control equipment,伺服控制設備,,2015-09-11
2421994,servo control level,伺服控制等級,,2015-09-11
2421995,servo control mechanism,伺服控制機構,,2015-09-11
2421996,servo control system,伺服控制系統,,2015-09-11
2421997,servo controlled robot,伺服控制機器人,,2015-09-11
2421998,servo controlled search,伺服控制搜尋,,2015-09-11
2421999,servo device,伺服系統驅動（裝置）,,2015-09-11
2422000,servo disk,伺服磁碟,,2015-09-11
2422001,servo driven positioner,伺服驅動定位器,,2015-09-11
2422002,servo dyne,伺服傳動（裝置）,,2015-09-11
2422003,servo field,伺服欄,,2015-09-11
2422004,servo function generator,伺服函數產生器,,2015-09-11
2422005,servo gear,伺服齒輪,,2015-09-11
2422006,servo head,伺服頭,,2015-09-11
2422007,servo integrator,伺服積分器,,2015-09-11
2422008,servo link,伺服鏈接,,2015-09-11
2422009,servo lock,伺服裝置鎖定,,2015-09-11
2422010,servo logic,伺服邏輯,,2015-09-11
2422011,servo manipulator,伺服調處器,,2015-09-11
2422012,servo mark,伺服標示,,2015-09-11
2422013,servo mechanism,伺服機構,,2015-09-11
2422014,servo modulator,伺服調制器,,2015-09-11
2422015,servo motor,伺服馬達,,2015-09-11
2422016,servo motor controller,伺服馬達控制器,,2015-09-11
2422017,servo multiplier,伺服乘法器,,2015-09-11
2422018,servo noise,伺服雜訊（干擾）,,2015-09-11
2422019,servo offset,伺服偏置,,2015-09-11
2422020,servo plotter,伺服繪圖器,,2015-09-11
2422021,servo positional,伺服定位,,2015-09-11
2422022,servo positional rate,伺服定位速率,,2015-09-11
2422023,servo positioning,伺服定位,,2015-09-11
2422024,servo problem,伺服問題,,2015-09-11
2422025,servo repeater,伺服中繼器,,2015-09-11
2422026,servo resolver,伺服（式）分解器,,2015-09-11
2422027,servo scribe,伺服描寫,,2015-09-11
2422028,servo sector,伺服扇區,,2015-09-11
2422029,servo stability,伺服機構的穩定性,,2015-09-11
2422030,servo surface,伺服面,,2015-09-11
2422031,servo surface encoding,伺服表面編碼,,2015-09-11
2422032,servo swap,伺服調換,,2015-09-11
2422033,servo system,伺服系統,,2015-09-11
2422034,servo system control,伺服系統控制,,2015-09-11
2422035,servo system integral control,伺服系統積分控制,,2015-09-11
2422036,servo theory,伺服理論,,2015-09-11
2422037,servo track,伺服（磁）道（軌道）,,2015-09-11
2422038,servo track writer,伺服磁軌寫入器,,2015-09-11
2422039,servo type function generator,伺服式函數產生器,,2015-09-11
2422040,servo type operational element,伺服式運算元件,,2015-09-11
2422041,servo unit,伺服單元,,2015-09-11
2422042,servomechanism,伺服機構,,2015-09-11
2422043,session,對話，場次，通信期，交談,,2015-09-11
2422044,session activation,對話啟動,,2015-09-11
2422045,session activation request,對話啟動請求,,2015-09-11
2422046,session address space,對話位址空間,,2015-09-11
2422047,session authorization check,對話授權檢查,,2015-09-11
2422048,session awareness block，SAB,對話意識段,,2015-09-11
2422049,session command,對話命令,,2015-09-11
2422050,session command and responses,對話命令與回應,,2015-09-11
2422051,session connection service,對話連接服務,,2015-09-11
2422052,session connection synchronization,對話連接同步,,2015-09-11
2422053,session control block，SCB,對話控制段,,2015-09-11
2422054,session control protocol,對話控制協定,,2015-09-11
2422055,session control record,對話控制記錄,,2015-09-11
2422056,session control，SC,對話控制,,2015-09-11
2422057,session cookie,對話餅乾,,2015-09-11
2422058,session count,對話計數,,2015-09-11
2422059,session cryptographic key,對話密碼鍵,,2015-09-11
2422060,session cryptographic seed,對話密碼種值（初值）,,2015-09-11
2422061,session date,對話日期,,2015-09-11
2422062,session deactivation,對話撤消,,2015-09-11
2422063,session deactivation request,對話撤消請求,,2015-09-11
2422064,session description,對話描述,,2015-09-11
