系統編號,英文名稱,中文名稱,圖片,更新時間
2431569,toll hierarchy,長途階阻,,2015-09-11
2431570,toll key,通行鍵,,2015-09-11
2431571,toll line release，TLR,長途線路釋放,,2015-09-11
2431572,toll network,長途網路,,2015-09-11
2431573,toll office,長途中心,,2015-09-11
2431574,toll service,長途業務,,2015-09-11
2431575,toll switching trunk,長途交換中繼線,,2015-09-11
2431576,toll-connecting trunk,長途連接幹線,,2015-09-11
2431577,toll-free number,免費號,,2015-09-11
2431578,Tomcat,熊貓伺服器,,2015-09-11
2431579,tomographic,斷層射影,,2015-09-11
2431580,tomographic computerized,電腦斷層人體掃瞄,,2015-09-11
2431581,tomography,斷層掃描,,2015-09-11
2431582,tone,音調,,2015-09-11
2431583,tone control,音調控制器,,2015-09-11
2431584,tone control circuit,音調控制電路,,2015-09-11
2431585,tone count audiometric computer，TCAC,音頻計數音頻測量計算機,,2015-09-11
2431586,tone dial,按鍵式撥號,,2015-09-11
2431587,tone dial receiver，TDR,音頻撥號接收器,,2015-09-11
2431588,tone dialing,音頻撥號,,2015-09-11
2431589,tone digital command，TDC,音頻數位命令,,2015-09-11
2431590,tone generator,音調產生器,,2015-09-11
2431591,toned,附碳粉,,2015-09-11
2431592,toner,色劑，碳粉,,2015-09-11
2431593,toner carrier,色劑載體,,2015-09-11
2431594,toner cartridge,碳粉匣,,2015-09-11
2431595,toner concentrate,色劑濃縮物,,2015-09-11
2431596,toner concentration,碳粉集中,,2015-09-11
2431597,toner container,色劑容器,,2015-09-11
2431598,toner mark,色劑標示,,2015-09-11
2431599,toner migration,色劑移動,,2015-09-11
2431600,toner offset,色劑偏移,,2015-09-11
2431601,toner reservoir,色劑儲存器,,2015-09-11
2431602,tones and bars,音調及色帶,,2015-09-11
2431603,tongue rail,尖軌；岔尖；轍尖,,2015-09-11
2431604,toning control,色調控制,,2015-09-11
2431605,toning system,顯影系統,,2015-09-11
2431606,tool,工具,,2015-09-11
2431607,tool bar,工具帶,,2015-09-11
2431608,tool based programming environment,基於工具的程式設計環境,,2015-09-11
2431609,tool box,工具箱,,2015-09-11
2431610,Tool Builder Kit,工具建立器套件,,2015-09-11
2431611,tool command language,工具命令語言,,2015-09-11
2431612,tool coordinate system,工具協調系統,,2015-09-11
2431613,tool data management,工具資料管理,,2015-09-11
2431614,tool for compiler writing,編譯程式寫作工具,,2015-09-11
2431615,tool function,工具功能,,2015-09-11
2431616,tool kit,工具套件,,2015-09-11
2431617,tool number,工具號碼,,2015-09-11
2431618,tool offset,工具偏移,,2015-09-11
2431619,tool on-demand,隨需工具,,2015-09-11
2431620,tool palette,工具盤,,2015-09-11
2431621,tool position compensation,工具位置補償,,2015-09-11
2431622,tool set,工具集,,2015-09-11
2431623,tool tip,工具提示,,2015-09-11
2431624,tool transformations,工具變換,,2015-09-11
2431625,toolbook,圖示導覽,,2015-09-11
2431626,toolbox scroll button,工具箱捲軸按鈕,,2015-09-11
2431627,Toolbuilder,工具建立器組,,2015-09-11
2431628,toolkit utility,工具箱公用程式,,2015-09-11
2431629,toolkit without an interesting name,掃瞄器標準介面,,2015-09-11
2431630,toolpath,工具路徑,,2015-09-11
2431631,tools for building expert system,建立專家系統的工具,,2015-09-11
2431632,toolsmith,工具匠,,2015-09-11
2431633,toothbrush structure,牙刷結構,,2015-09-11
2431634,top,頂,,2015-09-11
2431635,top CA,最上層認證機構,,2015-09-11
2431636,top class,頂層級,,2015-09-11
2431637,top clause,頂子句,,2015-09-11
2431638,top cover,頂蓋,,2015-09-11
2431639,top digit,頂數位,,2015-09-11
2431640,top document,頂層文件,,2015-09-11
2431641,top down construction method,由上而下建構法；逆打工法,,2015-09-11
2431642,top element,頂端元素,,2015-09-11
2431643,top entry,頂項,,2015-09-11
2431644,top environment,頂層環境,,2015-09-11
2431645,top forty,前四十,,2015-09-11
2431646,top lighting,頂燈,,2015-09-11
2431647,top loading,由上載入,,2015-09-11
2431648,top management,高階主管,,2015-09-11
2431649,top management decision simulation,高階管理決策模擬,,2015-09-11
2431650,top margin,頂端邊際,,2015-09-11
2431651,top news,頭條新聞,,2015-09-11
2431652,top node,頂端節點,,2015-09-11
2431653,top node of tree,樹頂節點,,2015-09-11
2431654,top of form,表格頭,,2015-09-11
2431655,top of rail,鋼軌踏面,,2015-09-11
2431656,top of stack control word，TOSCW,堆疊頂控制字,,2015-09-11
2431657,top of stack pointer，TOSP,堆疊頂指標,,2015-09-11
2431658,top of stack，TOS,堆疊頂,,2015-09-11
2431659,top operand,堆疊頂運算元,,2015-09-11
2431660,top operator,頂運算子,,2015-09-11
2431661,top paper,頂端用紙,,2015-09-11
2431662,top priority processing,最高優先處理,,2015-09-11
2431663,top rank retrieval,上層檢索,,2015-09-11
2431664,top register,堆疊頂暫存器,,2015-09-11
2431665,top row,頂列,,2015-09-11
2431666,top secret,最高秘密,,2015-09-11
2431667,top secret classification,最高機密等級,,2015-09-11
2431668,top speed,最高速度,,2015-09-11
2431669,top stack element,堆疊頂元素,,2015-09-11
2431670,top stack location,頂堆疊位置,,2015-09-11
2431671,top stack operand,堆疊頂運算元,,2015-09-11
2431672,top stack symbol,堆疊頂符號,,2015-09-11
2431673,top symbol,頂符號,,2015-09-11
2431674,top to top,頂到頂,,2015-09-11
2431675,top view,上視圖,,2015-09-11
2431676,top-down,自上而下,,2015-09-11
2431677,top-down algorithm,自上而下演算法,,2015-09-11
2431678,top-down analysis,自上而下分析,,2015-09-11
2431679,top-down analysis procedure,自上而下分析程序,,2015-09-11
2431680,top-down analyzer,自上而下分析器,,2015-09-11
2431681,top-down approach,自上而下方式,,2015-09-11
2431682,top-down block structure,自上而下程序塊結構,,2015-09-11
2431683,top-down compiler,自上而下編譯器,,2015-09-11
2431684,top-down computer aided graphics,自上而下電腦輔助圖學,,2015-09-11
2431685,top-down connection,自上而下連接,,2015-09-11
2431686,top-down design，TDD,自上而下設計,,2015-09-11
2431687,top-down development,自上而下發展法,,2015-09-11
2431688,top-down error recovery,自上而下錯誤復原,,2015-09-11
2431689,top-down fashion,自上而下方式,,2015-09-11
2431690,top-down fast-back parser,自上而下快返剖析器,,2015-09-11
2431691,top-down goal oriented analysis procedure,自上而下目標導向的分析程序,,2015-09-11
2431692,top-down integration,自上而下整合,,2015-09-11
2431693,top-down left-to-right ordering,自上而下自左至右定序,,2015-09-11
2431694,top-down logic,自上而下邏輯,,2015-09-11
2431695,top-down management orientation,自上而下的管理方向,,2015-09-11
2431696,top-down method,自上而下方法,,2015-09-11
2431697,top-down model,自上而下模型,,2015-09-11
2431698,top-down parse,自上而下剖析,,2015-09-11
2431699,top-down parser,自上而下剖析器,,2015-09-11
2431700,top-down parsing,自上而下剖析,,2015-09-11
2431701,top-down parsing algorithm,自上而下剖析演算法,,2015-09-11
2431702,top-down parsing language，TOPL,自上而下剖析語言,,2015-09-11
2431703,top-down partitioning rule,自上而下劃分規則,,2015-09-11
2431704,top-down process,自上而下處理,,2015-09-11
2431705,top-down program refinement,自上而下程式精化,,2015-09-11
2431706,top-down programming,自上而下程式設計,,2015-09-11
2431707,top-down programming method,自上而下程式設計方法,,2015-09-11
2431708,top-down radix sort,自上而下數基排序,,2015-09-11
2431709,top-down recognition,自上而下辨識,,2015-09-11
2431710,top-down recognizer,自上而下辨識器,,2015-09-11
2431711,top-down recursive parser,自上而下遞迴剖析器,,2015-09-11
2431712,top-down stepwise refinement,自上而下按步精化,,2015-09-11
2431713,top-down structuring design,自上而下結構設計,,2015-09-11
2431714,top-down technique,自上而下技術,,2015-09-11
2431715,top-down testing,自上而下測試,,2015-09-11
2431716,top-down tree automaton,自上而下樹狀自動機,,2015-09-11
2431717,top-down-left-right sequence,自上而下自左至右次序,,2015-09-11
2431718,top-level,頂層,,2015-09-11
2431719,top-level design，TLD,頂層設計,,2015-09-11
2431720,top-level domain,頂層領域,,2015-09-11
2431721,top-level domain name,頂層領域名稱,,2015-09-11
2431722,top-level environment,頂層環境,,2015-09-11
2431723,top-level function calls,頂層函數呼叫,,2015-09-11
2431724,top-level specification,頂層規格,,2015-09-11
2431725,topic,題目,,2015-09-11
2431726,topic box,題目箱,,2015-09-11
2431727,topic drift,主題漂移,,2015-09-11
2431728,topic group,主題群組,,2015-09-11
2431729,topic map query language,議題圖查詢語言,,2015-09-11
2431730,Topic Maps,XML 主題地圖,,2015-09-11
2431731,topic sentence,主題句子,,2015-09-11
2431732,topic thread,主題線,,2015-09-11
2431733,topic type,標題型式,,2015-09-11
2431734,topographic map,地形映像,,2015-09-11
2431735,topological optimization,拓樸最適化,,2015-09-11
2431736,topological order,拓樸次序,,2015-09-11
2431737,topological problem in parallel searching,不行搜尋的拓樸問題,,2015-09-11
2431738,topological sort,拓蹼排序,,2015-09-11
2431739,topological sorting,拓撲分類,,2015-09-11
2431740,topology,拓撲學，布局,,2015-09-11
2431741,topology alternatives,拓樸選擇,,2015-09-11
2431742,topology console,拓撲控制台,,2015-09-11
2431743,topology record,拓撲記錄,,2015-09-11
2431744,topology server,拓撲伺服器,,2015-09-11
2431745,topology tree,布局樹；拓撲樹,,2015-09-11
2431746,TOPS-10,TOPS-10 作業系統,,2015-09-11
2431747,torn-tape switching center,裂帶交換中心,,2015-09-11
2431748,toroid,超環面；圈 餅式線圈,,2015-09-11
2431749,torpedo,魚雷,,2015-09-11
2431750,torque,轉矩,,2015-09-11
2431751,torque amplifier,轉矩放大器,,2015-09-11
2431752,torque control,轉矩控制,,2015-09-11
2431753,torque controller,轉矩控制器,,2015-09-11
2431754,torr,托爾,,2015-09-11
2431755,torture test,耐力測試,,2015-09-11
2431756,Torx,六角螺絲帽,,2015-09-11
2431757,toslink,Toslink 連結器,,2015-09-11
2431758,toss,拋；扔；投,,2015-09-11
2431759,TOSsed,服務結束/警告,,2015-09-11
2431760,tossed out,逐出,,2015-09-11
2431761,TOTAL,TOTAL資料庫管理系統,,2015-09-11
2431762,total,總計，整體，總,,2015-09-11
2431763,total access communication system,總存取通信系統,,2015-09-11
2431764,Total Accrual to Date,總累積日期,,2015-09-11
2431765,total actual costs,總實際成本,,2015-09-11
2431766,total adjustment amount,總調整金額,,2015-09-11
2431767,Total Adjustments,總調整,,2015-09-11
2431768,total amount,總金額,,2015-09-11
2431769,Total Charges,總額(總計費用),,2015-09-11
2431770,total correctness,總正確度,,2015-09-11
2431771,total cost of ownership,所有權的總成本,,2015-09-11
2431772,Total Daily Dose,每日總劑量,,2015-09-11
2431773,total distributed control,整體分散控制;總分散控制,,2015-09-11
2431774,total distributed control system,整體分散控制系統,,2015-09-11
2431775,Total Duration of Therapy,治療過程,,2015-09-11
2431776,total float,總浮時,,2015-09-11
2431777,total function,總計功能，總結功能,,2015-09-11
2431778,total harmonic distortion,總諧波失真,,2015-09-11
2431779,total hours remaining,總剩餘時數,,2015-09-11
2431780,total immersion,整體浸漬,,2015-09-11
2431781,total information system,整體資訊系統,,2015-09-11
2431782,total management system,總體管理系統,,2015-09-11
2431783,total net movement,總淨移動,,2015-09-11
2431784,total numerical control，TNC,全數值控制,,2015-09-11
2431785,total on-hand cost,總在庫成本,,2015-09-11
2431786,total order,全序；總序,,2015-09-11
2431787,total ordering,全序,,2015-09-11
2431788,Total Payments,總計付款,,2015-09-11
2431789,total period capacity,總期間產能,,2015-09-11
2431790,total preventive maintenance time,總預防維護時間,,2015-09-11
2431791,total quality management，TQM,總體品質管理,,2015-09-11
2431792,total quantity,總數量,,2015-09-11
2431793,total quantity on order,已訂總數量,,2015-09-11
2431794,total recursive function,完全遞迴函數,,2015-09-11
2431795,total replacement cost,總替換成本,,2015-09-11
2431796,total secondary calculation,二次計算總計,,2015-09-11
2431797,total specified throughput,總規定通量,,2015-09-11
2431798,total state,整體狀態,,2015-09-11
2431799,total story time,總計故事時間,,2015-09-11
2431800,total system,總系統,,2015-09-11
2431801,total system approach,整體系統方式,,2015-09-11
2431802,total systems concept,總系統概念,,2015-09-11
2431803,total time,總計時間，總時間,,2015-09-11
2431804,total time spent listening,收聽總時間,,2015-09-11
2431805,total transactions,異動總計,,2015-09-11
2431806,total type,總型,,2015-09-11
2431807,total usage amount,總使用金額,,2015-09-11
2431808,total variation,總變異,,2015-09-11
2431809,total-dose,全干擾,,2015-09-11
2431810,total-to-date cost,至本日之總成本,,2015-09-11
2431811,totality problem,總體問題,,2015-09-11
2431812,totalizing,總計,,2015-09-11
2431813,totally connected network,整體連接網路,,2015-09-11
2431814,totally ordered,全序,,2015-09-11
2431815,totally ordered set,全序集合,,2015-09-11
2431816,totally self-checking circuit,總體自檢電路,,2015-09-11
2431817,totally undecidable problem,完全不可決策的問題,,2015-09-11
2431818,touch,觸動，觸壓，按,,2015-09-11
2431819,touch call,接觸叫號,,2015-09-11
2431820,touch display,觸摸顯示器,,2015-09-11
2431821,touch interface crt screen,觸摸介面陰極射線顯示幕,,2015-09-11
2431822,touch panel,觸摸面板,,2015-09-11
2431823,touch screen,觸控螢幕,,2015-09-11
2431824,touch screen terminal,觸摸顯示幕終端機,,2015-09-11
2431825,touch sensitive,接觸敏感,,2015-09-11
2431826,touch sensitive screen,觸敏螢幕,,2015-09-11
2431827,touch sensors,觸感測器,,2015-09-11
2431828,touch switching,觸摸交換,,2015-09-11
2431829,touch tablet,觸摸板,,2015-09-11
2431830,touch typing,盲打,,2015-09-11
2431831,touch-control panel,觸摸控制板,,2015-09-11
2431832,touch-input system,觸摸輸入系統,,2015-09-11
2431833,touch-screen stand-alone terminal,觸摸幕單獨終端機,,2015-09-11
2431834,tOuch-sensitive digitizer,觸摸感應數位器,,2015-09-11
2431835,touch-sensitive digitizing screen terminal,觸摸式數位化螢幕終端機,,2015-09-11
2431836,touch-tone,按鍵式,,2015-09-11
2431837,touch-tone data service,按鍵電話資料服務,,2015-09-11
2431838,touch-tone device,按鍵電話裝置,,2015-09-11
2431839,touch-tone dialing,按鍵撥號,,2015-09-11
2431840,touch-tone telephone,按鍵電話,,2015-09-11
2431841,Touchtone dial,觸音撥號,,2015-09-11
2431842,tournament,比賽,,2015-09-11
2431843,tournament algorithm,競賽演算法,,2015-09-11
2431844,tournament sort,競賽排序,,2015-09-11
2431845,tow trolley,供電滑車,,2015-09-11
2431846,tow-way alternate communication,雙向交互通信,,2015-09-11
2431847,tower,塔(式的電腦機型),,2015-09-11
2431848,tower case,塔式外殼（電腦機型）,,2015-09-11
2431849,tower chart,塔形圖,,2015-09-11
2431850,tower model,塔型,,2015-09-11
2431851,tower of Hanoi,河內塔,,2015-09-11
2431852,tower of Hanoi puzzle,河內塔難題,,2015-09-11
2431853,tower shape,塔形,,2015-09-11
2431854,Town Card,區域卡,,2015-09-11
2431855,Townsend avalanche,陶森增強,,2015-09-11
2431856,Townsend criterion,陶森準則,,2015-09-11
2431857,Townsendion ionization coefficient,陶森離子化係數,,2015-09-11
2431858,toy camera,玩具攝影機,,2015-09-11
2431859,toy language,玩具語言,,2015-09-11
2431860,toy problem,玩具問題,,2015-09-11
2431861,toy program,玩具程式,,2015-09-11
2431862,trace,追蹤,,2015-09-11
2431863,trace analysis program，TAP,追蹤分析程式,,2015-09-11
2431864,trace analyzer process,追蹤分析器過程,,2015-09-11
2431865,trace cache,追蹤快取,,2015-09-11
2431866,trace command,追蹤命令,,2015-09-11
2431867,trace controller process,追蹤控制器過程,,2015-09-11
2431868,trace debug,追蹤除錯,,2015-09-11
2431869,trace display,追蹤顯示,,2015-09-11
2431870,trace entry,追蹤登錄,,2015-09-11
2431871,trace event type,追蹤事件型式,,2015-09-11
2431872,trace flow,追蹤流程,,2015-09-11
2431873,trace generation version,追蹤產生版本,,2015-09-11
2431874,trace log,追蹤日誌,,2015-09-11
2431875,trace program,追蹤程式,,2015-09-11
2431876,trace routine,追蹤常式,,2015-09-11
2431877,trace scheduling,追蹤排程,,2015-09-11
2431878,trace statement,追蹤敘述,,2015-09-11
2431879,trace table,追蹤表,,2015-09-11
2431880,trace trap,追蹤陷阱,,2015-09-11
2431881,trace-mode debugging,追蹤模態除錯,,2015-09-11
2431882,traceability,追溯性,,2015-09-11
2431883,tracer,追蹤器,,2015-09-11
2431884,tracer controller,追蹤器控制器,,2015-09-11
2431885,traceroute,traceroute 追蹤路由命令,,2015-09-11
2431886,tracert,路徑跟蹤程式,,2015-09-11
2431887,tracing,追蹤,,2015-09-11
2431888,tracing facility,追蹤設備,,2015-09-11
2431889,tracing flow,流程追蹤,,2015-09-11
2431890,tracing routine,追蹤常式,,2015-09-11
2431891,track,磁軌,,2015-09-11
2431892,track and hold unit,追蹤及保持單元,,2015-09-11
2431893,track and store unit,追蹤及儲存單元,,2015-09-11
2431894,track center-to-center spacing,磁軌中心間距,,2015-09-11
2431895,Track Circuit,軌道電路,,2015-09-11
2431896,track density,軌密度,,2015-09-11
2431897,track distortion,磁軌畸變,,2015-09-11
2431898,track history,軌歷史,,2015-09-11
2431899,track hold,軌特留,,2015-09-11
2431900,track hole,軌孔,,2015-09-11
2431901,track index,磁軌索引，磁道指標,,2015-09-11
2431902,track number,磁軌號碼,,2015-09-11
2431903,track offset,磁軌偏移,,2015-09-11
2431904,track pitch,軌距,,2015-09-11
2431905,track recovery,磁軌復原,,2015-09-11
2431906,Track Relay,軌道電驛,,2015-09-11
2431907,track seeking,尋軌,,2015-09-11
2431908,track selection,軌選擇,,2015-09-11
2431909,track selector,軌選擇器,,2015-09-11
2431910,track spacing,軌距,,2015-09-11
2431911,track-at-once,每次一軌,,2015-09-11
2431912,track-error mark,追蹤錯誤標示,,2015-09-11
2431913,track-following feedback control system,軌隨從回饋控制系統,,2015-09-11
2431914,track-following servo system,軌隨從伺服系統,,2015-09-11
2431915,track-to-track moving time,軌至軌移動時間,,2015-09-11
2431916,trackball,軌跡球,,2015-09-11
2431917,trackbed,路基,,2015-09-11
2431918,tracked log,可追蹤日誌,,2015-09-11
2431919,tracker ball,軌球,,2015-09-11
2431920,tracker's log,追蹤器日誌,,2015-09-11
2431921,tracking,追蹤,,2015-09-11
2431922,tracking (in computer graphics),跟蹤（電腦圖形的）,,2015-09-11
2431923,tracking and data relay satellite，TDRS,追蹤與資料中繼衛星,,2015-09-11
2431924,tracking ball,軌跡球,,2015-09-11
2431925,tracking cross,追蹤交叉,,2015-09-11
2431926,tracking devices,追蹤裝置,,2015-09-11
2431927,tracking dynamics,追蹤動力學,,2015-09-11
2431928,tracking error,追蹤誤差,,2015-09-11
2431929,tracking focus,追蹤焦點,,2015-09-11
2431930,tracking history exception codes,追蹤歷史異常碼,,2015-09-11
2431931,tracking IMS,追蹤IMS,,2015-09-11
2431932,tracking level,追蹤等級,,2015-09-11
2431933,tracking pattern,追蹤型樣,,2015-09-11
2431934,tracking phase,追蹤階段,,2015-09-11
2431935,tracking preprocessor,追蹤預處理器,,2015-09-11
2431936,tracking signal trip,追蹤信號途徑,,2015-09-11
2431937,tracking symbol,追蹤符號,,2015-09-11
2431938,tracking(in computer graphics),(電腦圖學之)追蹤,,2015-09-11
2431939,trackpad,觸控板,,2015-09-11
2431940,tracks density,磁軌密度,,2015-09-11
2431941,tracks per inch,每吋磁軌數,,2015-09-11
2431942,tractable,可牽引的；可定軌的,,2015-09-11
2431943,Traction Current,牽引電流,,2015-09-11
2431944,traction earth system,牽引接地系統,,2015-09-11
2431945,Traction Substation,動力配電室,,2015-09-11
2431946,Tractive Effort,牽引力,,2015-09-11
2431947,tractor,定軌器,,2015-09-11
2431948,tractor feed,牽引送紙,,2015-09-11
2431949,tractor feeder,牽引送紙器,,2015-09-11
2431950,tractor holes,定軌器孔,,2015-09-11
2431951,trade discount,貿易折扣,,2015-09-11
2431952,trade secret,貿易秘密,,2015-09-11
2431953,trade-off,折衷,,2015-09-11
2431954,traditional chinese,正體中文,,2015-09-11
2431955,traditional Chinese character,正體中文字元,,2015-09-11
2431956,traditional chinese double-byte character set,正體中文雙位元組字元集,,2015-09-11
2431957,traditional chinese non-chinese character set,正體中文非中文字元集,,2015-09-11
2431958,traditional chinese primary character set,正體中文主字元集,,2015-09-11
2431959,traditional chinese secondary character set,正體中文次字元集,,2015-09-11
2431960,traditional debugging,傳統除錯,,2015-09-11
2431961,traditional file environment,傳統檔案環境,,2015-09-11
2431962,traditional grammar,傳統文法,,2015-09-11
2431963,traditional Hanzi,傳統漢字,,2015-09-11
2431964,traditional line data,傳統列式資料,,2015-09-11
2431965,traditional system development,傳統系統開發,,2015-09-11
2431966,traffic,交通，流量,,2015-09-11
2431967,traffic analysis,流量分析,,2015-09-11
2431968,traffic contract,流量合約,,2015-09-11
2431969,traffic control,流量控制,,2015-09-11
2431970,traffic control telephone system,流量控制電話系統；運轉電話,,2015-09-11
2431971,Traffic Control Telephone. System,行車控制直線電話系統,,2015-09-11
2431972,traffic controller,流量控制器,,2015-09-11
2431973,traffic department,流量部門,,2015-09-11
2431974,traffic descriptor,流量描述符,,2015-09-11
2431975,traffic flow confidentiality,流量機密性,,2015-09-11
2431976,traffic flow security,通信流安全,,2015-09-11
2431977,traffic information,訊務資訊,,2015-09-11
2431978,traffic intensity,流量強度,,2015-09-11
2431979,traffic load,流量負載,,2015-09-11
2431980,Traffic Locking,行車區間鎖定,,2015-09-11
2431981,Traffic Management Plan during Construction,施工期間交通維持計畫,,2015-09-11
2431982,Traffic Management Strategy,交通維持策略；交通管理策略,,2015-09-11
2431983,traffic network,訊務網路,,2015-09-11
2431984,traffic noise index,通話雜訊指數,,2015-09-11
2431985,traffic padding,流量填補,,2015-09-11
2431986,traffic service position,訊務服務位置,,2015-09-11
2431987,traffic service position system,訊務服務位置系統,,2015-09-11
2431988,traffic statistics,訊務統計學,,2015-09-11
2431989,traffic volume,流量,,2015-09-11
2431990,traffic-announcement,流量通告,,2015-09-11
2431991,traffic-program,流量程式,,2015-09-11
2431992,trail,帶尾，存底,,2015-09-11
2431993,trail byte,尾接位元組,,2015-09-11
2431994,trail printer,尾端印字機,,2015-09-11
2431995,trailer,標尾，尾部,,2015-09-11
2431996,trailer card,尾卡,,2015-09-11
2431997,trailer label,尾部標號,,2015-09-11
2431998,trailer page,尾頁,,2015-09-11
2431999,trailer record,尾部記錄，尾錄,,2015-09-11
2432000,trailer sync,結尾同步訊號,,2015-09-11
2432001,trailing,尾隨；尾接,,2015-09-11
2432002,trailing character,尾隨字元,,2015-09-11
2432003,trailing decision,尾決策,,2015-09-11
2432004,trailing decision loop,尾隨決策迴路,,2015-09-11
2432005,trailing edge,尾隨邊,,2015-09-11
2432006,trailing end,尾端,,2015-09-11
2432007,Trailing Movement,背向行駛,,2015-09-11
2432008,trailing portion abbreviation,尾部縮寫,,2015-09-11
2432009,trailing silence,尾端靜音,,2015-09-11
2432010,Trailing Switch Machine,背向轉轍器,,2015-09-11
2432011,trailing zero,尾隨零,,2015-09-11
2432012,train,列車，列,,2015-09-11
2432013,Train Control,列車控制,,2015-09-11
2432014,train crew room,電聯車駕駛員室,,2015-09-11
2432015,train direction,車行方向,,2015-09-11
2432016,Train Identification and Control Unit,列車識別控制單元,,2015-09-11
2432017,Train Line,列車線,,2015-09-11
2432018,train line circuit breaker,列車同步控制線斷路器,,2015-09-11
2432019,train line supply relay,列車同步控制線電源繼電器,,2015-09-11
2432020,Train Loading,列車承載量,,2015-09-11
2432021,train ready to start,列車起動就緒；道旁列車就緒按鈕,,2015-09-11
2432022,train ready to start cancel,列車就緒取消；道旁列車就緒取消按鈕,,2015-09-11
2432023,Train Ready To Start Plunger,列車備妥按鈕,,2015-09-11
2432024,Train Regulator Audio Panel,列車調度員音訊面盤,,2015-09-11
2432025,train route indicator,列車路線指示器；列車路線識別燈,,2015-09-11
2432026,Train Service Plan,列車服務計畫,,2015-09-11
2432027,Train Shunt Impedance,列車分流阻抗,,2015-09-11
2432028,train type printer,列車型列印機,,2015-09-11
2432029,training,訓練,,2015-09-11
2432030,training microcomputer,訓練用微電腦,,2015-09-11
2432031,training mode,訓練模式,,2015-09-11
2432032,training pattern,訓練型樣,,2015-09-11
2432033,training pattern classifier system,訓練型樣分類系統,,2015-09-11
2432034,training sequence,調校序列,,2015-09-11
2432035,training simulator,訓練模擬器,,2015-09-11
2432036,training time,訓練時間,,2015-09-11
2432037,training time limit,訓練時間極限,,2015-09-11
2432038,trainline,列車同步控制線,,2015-09-11
2432039,trajectory,軌跡,,2015-09-11
2432040,trajectory chart,軌跡圖；彈道圖,,2015-09-11
2432041,trajectory curve,軌跡曲線,,2015-09-11
2432042,tranquility,寧靜性,,2015-09-11
2432043,tranquillity property,寧靜性質,,2015-09-11
2432044,Trans-I-Net technology,Trans-I-Net 技術,,2015-09-11
2432045,trans-information (content),傳送資訊（內涵）,,2015-09-11
2432046,Transact-SQL,包括交易控制的SQL語言,,2015-09-11
2432047,transaction,交易，異動,,2015-09-11
2432048,transaction acquirer,交易收款銀行,,2015-09-11
2432049,transaction activity difference,異動活動差異,,2015-09-11
2432050,transaction amount,異動金額,,2015-09-11
2432051,Transaction Amount – Extended,交易金額–延續,,2015-09-11
2432052,Transaction Amount – Unit,交易金額–單位,,2015-09-11
2432053,transaction analysis,交易分析,,2015-09-11
2432054,transaction authority markup language,異動權限標示語言,,2015-09-11
2432055,Transaction Batch ID,交易批次ID,,2015-09-11
2432056,transaction beginning point,異動開始點,,2015-09-11
2432057,transaction branch,交易分支,,2015-09-11
2432058,transaction call,交易呼叫,,2015-09-11
2432059,transaction certification,交易驗證,,2015-09-11
2432060,transaction certification code,交易驗證碼,,2015-09-11
2432061,transaction CIV,交易CIV,,2015-09-11
2432062,transaction code,交易碼，異動碼,,2015-09-11
2432063,transaction command security,交易命令安全性,,2015-09-11
2432064,transaction control,交易控制,,2015-09-11
