系統編號,英文名稱,中文名稱,圖片,更新時間
2351593,concurrent constraint programming,同作約束程式設計,,2015-09-11
2351594,concurrent control mechanism,並行控制機制,,2015-09-11
2351595,concurrent control system,同作控制系統,,2015-09-11
2351596,concurrent conversion,並行轉換,,2015-09-11
2351597,concurrent engineering,同作工程；並行工程,,2015-09-11
2351598,concurrent execution,同作執行,,2015-09-11
2351599,concurrent fault detection,同作故障檢測,,2015-09-11
2351600,concurrent flow,同作流,,2015-09-11
2351601,concurrent I/O,同作 I/O,,2015-09-11
2351602,concurrent I/O request,輸入輸出同作請求,,2015-09-11
2351603,concurrent image copy,同作影像複製,,2015-09-11
2351604,concurrent information system,並行資訊系統,,2015-09-11
2351605,concurrent input/output,輸入輸出同作,,2015-09-11
2351606,concurrent LISP,同作 LISP 語言,,2015-09-11
2351607,Concurrent Massey Hope,並行 Massey Hope 語言,,2015-09-11
2351608,concurrent microoperation,同作微作業,,2015-09-11
2351609,Concurrent ML,並行 ML 語言；同作 ML 語言,,2015-09-11
2351610,concurrent mode,並行模式,,2015-09-11
2351611,Concurrent Oberon,並行 Oberon 工作站；同作 Oberon 工作站,,2015-09-11
2351612,concurrent object-oriented C,同作物件導向 C 語言,,2015-09-11
2351613,concurrent object-oriented language,同作物件導向語言,,2015-09-11
2351614,concurrent operating control,同作作業控制,,2015-09-11
2351615,concurrent operating system,並行作業系統,,2015-09-11
2351616,concurrent operation,並行作業,,2015-09-11
2351617,concurrent Pascal,同作Pascal程式語言,,2015-09-11
2351618,concurrent peripheral operation,並行週邊操作,,2015-09-11
2351619,concurrent peripheral processing,並行週邊處理,,2015-09-11
2351620,concurrent process,同作處理,,2015-09-11
2351621,concurrent processing,並行處理，同作處理,,2015-09-11
2351622,concurrent program,同作程式,,2015-09-11
2351623,concurrent programming,並行規劃,,2015-09-11
2351624,concurrent programming language,同作程式設計語言,,2015-09-11
2351625,concurrent Prolog,同作 Prolog 程式語言,,2015-09-11
2351626,concurrent read and concurrent write，CRCW,並行讀寫,,2015-09-11
2351627,concurrent read and exclusive write，CREW,並行讀互斥寫,,2015-09-11
2351628,concurrent read concurrent write,並行讀並行寫,,2015-09-11
2351629,concurrent read exclusive write,同作讀互斥寫,,2015-09-11
2351630,concurrent real-time processing,並行即時處理,,2015-09-11
2351631,concurrent region,同作區域,,2015-09-11
2351632,concurrent run unit,同作運行單元,,2015-09-11
2351633,concurrent scheme,同作方案,,2015-09-11
2351634,concurrent simulation,同作模擬,,2015-09-11
2351635,concurrent SP/k,並行 SP/k 語言；同作 SP/k 語言,,2015-09-11
2351636,concurrent statement,同作敘述,,2015-09-11
2351637,concurrent system modeling,同作系統模型化,,2015-09-11
2351638,concurrent transition,並行變遷,,2015-09-11
2351639,concurrent update mode,同作更新模式,,2015-09-11
2351640,concurrent versions system,並行版本系統,,2015-09-11
2351641,concurrent working,同作工作,,2015-09-11
2351642,concurrent-operations control,並行作業控制,,2015-09-11
2351643,concurrent/concurrency,並行,,2015-09-11
2351644,ConcurrentSmalltalk,並行 Smalltalk 語言；同作 Smalltalk 語言,,2015-09-11
2351645,concurve,弧線,,2015-09-11
2351646,condensate,濃縮物,,2015-09-11
2351647,condensation,凝聚,,2015-09-11
2351648,condense,濃縮，凝結,,2015-09-11
2351649,condensed deck,濃縮疊卡,,2015-09-11
2351650,condensed print,壓縮列印,,2015-09-11
2351651,condensed type,濃縮字體,,2015-09-11
2351652,condenser fan circuit breaker,冷凝器風扇斷路器,,2015-09-11
2351653,condenser fan motor contactor,冷凝器風扇馬達接觸器,,2015-09-11
2351654,condenser fan temperature sensor,冷凝器風扇馬達溫度過載感應器,,2015-09-11
2351655,condenser storage,電容器儲存體,,2015-09-11
2351656,condensing routine,壓縮常式,,2015-09-11
2351657,condensor,電力電容器,,2015-09-11
2351658,condition,條件，情況,,2015-09-11
2351659,condition code,條件碼,,2015-09-11
2351660,Condition Code (24–30),條件代碼(24–30),,2015-09-11
2351661,Condition Code (35–39),條件代碼(35–39),,2015-09-11
2351662,condition code register,條件碼暫存器,,2015-09-11
2351663,condition entry,條件入口,,2015-09-11
2351664,condition event,條件事件,,2015-09-11
2351665,condition handler,條件處置器,,2015-09-11
2351666,condition indicator,條件指示器,,2015-09-11
2351667,condition list,條件串列,,2015-09-11
2351668,condition name,條件名稱,,2015-09-11
2351669,condition name condition,條件名稱條件,,2015-09-11
2351670,condition number,條件數,,2015-09-11
2351671,condition out,條件輸出,,2015-09-11
2351672,condition prefix,條件前置,,2015-09-11
2351673,condition register,狀態暫存器,,2015-09-11
2351674,condition release,假釋,,2015-09-11
2351675,condition rule,條件規則,,2015-09-11
2351676,condition statement,條件敘述,,2015-09-11
2351677,condition stub,條件存根,,2015-09-11
2351678,condition sum adder,條件總數加法器,,2015-09-11
2351679,condition value,條件值,,2015-09-11
2351680,condition variable,情況變數,,2015-09-11
2351681,condition/event system,條件／事件系統,,2015-09-11
2351682,conditional,有條件的,,2015-09-11
2351683,conditional access,條件式存取,,2015-09-11
2351684,conditional assembly,條件組合,,2015-09-11
2351685,conditional assembly expression,條件組合表式,,2015-09-11
2351686,conditional assembly instruction,條件組合指令,,2015-09-11
2351687,conditional block,條件區段,,2015-09-11
2351688,conditional branch,條件分支,,2015-09-11
2351689,conditional branching,條件分支,,2015-09-11
2351690,conditional breakpoint,條件間斷點,,2015-09-11
2351691,conditional breakpoint instruction,條件斷點指令,,2015-09-11
2351692,conditional change,條件變更,,2015-09-11
2351693,conditional code,條件碼,,2015-09-11
2351694,conditional compilation,條件編譯,,2015-09-11
2351695,conditional compilation arguments,條件編譯引數:,,2015-09-11
2351696,conditional construct,條件構造,,2015-09-11
2351697,conditional construction,條件構造,,2015-09-11
2351698,conditional control structure,有條件控制結構,,2015-09-11
2351699,conditional control transfer instruction,條件控制轉移指令,,2015-09-11
2351700,conditional critical section,條件臨界區段;條件關鍵區段,,2015-09-11
2351701,conditional entropy,條件熵,,2015-09-11
2351702,conditional expression,條件表式,,2015-09-11
2351703,conditional force,條件性強制,,2015-09-11
2351704,conditional GOTO,有條件的GOTO,,2015-09-11
2351705,conditional implication gate,條件蘊含閘,,2015-09-11
2351706,conditional implication operation,條件蘊含運算,,2015-09-11
2351707,conditional implication unit,條件蘊含單元,,2015-09-11
2351708,conditional information content,條件資訊內容，條件資訊內涵,,2015-09-11
2351709,conditional instruction,條件指令,,2015-09-11
2351710,conditional jump,條件跳越，條件式跳位,,2015-09-11
2351711,conditional jump instruction,有條件跳位指令，條件跳越指令,,2015-09-11
2351712,conditional logic,條件邏輯,,2015-09-11
2351713,conditional macro expansion,條件巨集擴展,,2015-09-11
2351714,conditional next field,條件次欄,,2015-09-11
2351715,conditional operator,條件運算子,,2015-09-11
2351716,conditional order,條件性訂單,,2015-09-11
2351717,conditional package,條件包,,2015-09-11
2351718,conditional processing,條件處理,,2015-09-11
2351719,conditional request,條件請求,,2015-09-11
2351720,conditional sale,條件銷售,,2015-09-11
2351721,conditional section,條件區段,,2015-09-11
2351722,conditional statement,條件敘述,,2015-09-11
2351723,conditional stop instruction,條件停止指令,,2015-09-11
2351724,conditional synchronization,條件同步,,2015-09-11
2351725,conditional term rewriting system,條件項重寫系統,,2015-09-11
2351726,conditional transfer,條件轉移,,2015-09-11
2351727,conditional transfer instruction,條件傳送指令,,2015-09-11
2351728,conditional variable,條件變數,,2015-09-11
2351729,conditional vector processing,條件向量處理,,2015-09-11
2351730,conditional watch,條件式監看,,2015-09-11
2351731,conditional-expression operator,條件表示運算子,,2015-09-11
2351732,conditioned circuit,調節電路,,2015-09-11
2351733,conditioning,調節,,2015-09-11
2351734,conditioning equipment,調節設備,,2015-09-11
2351735,conditioning signal,調節信號,,2015-09-11
2351736,condom,軟片袋,,2015-09-11
2351737,Conduct Rail Gauge Meter,導電軌軌距尺,,2015-09-11
2351738,conductance,傳導,,2015-09-11
2351739,conduction,傳導,,2015-09-11
2351740,conduction cooling,傳導冷卻,,2015-09-11
2351741,conduction emission,傳導輻射,,2015-09-11
2351742,conductive elastomers,傳導彈性體,,2015-09-11
2351743,conductivity-connected charge-coupled device,導電連接電荷耦合裝置,,2015-09-11
2351744,conductor,導體，導線,,2015-09-11
2351745,conductor access bubble device,導體存取磁泡裝置,,2015-09-11
2351746,conductor flat cable,導體平纜,,2015-09-11
2351747,conductor loss,導體損耗,,2015-09-11
2351748,conductor propagation of bubble,磁泡導體傳播,,2015-09-11
2351749,Conductor Rail,導電軌,,2015-09-11
2351750,Conductor Rail Anchor,導電軌錨定組件,,2015-09-11
2351751,Conductor Rail Cable Terminal Connectors,導電軌電纜終端接頭　,,2015-09-11
2351752,Conductor Rail End Approach,導電軌端部組件,,2015-09-11
2351753,conductor rail envelope,導電軌包絡線,,2015-09-11
2351754,Conductor Rail Expansion Joint,導電軌伸縮接頭,,2015-09-11
2351755,Conductor Rail Insulator,導電軌絕緣礙子,,2015-09-11
2351756,Conductor Rail Splice Joint,導電軌搭接接頭,,2015-09-11
2351757,Conductor Rail Support Assembly,導電軌支座組件,,2015-09-11
2351758,conduit,管道,,2015-09-11
2351759,conecntrator,集訊器,,2015-09-11
2351760,conference,會議,,2015-09-11
2351761,conference call,會議呼叫,,2015-09-11
2351762,conference connection,會議連接,,2015-09-11
2351763,conference of European postal and telecommunications administrations，CEPT,歐洲郵政及電信管理會議,,2015-09-11
2351764,conference on data system languages，CODASYL,資料系統語言協會,,2015-09-11
2351765,conference room,會議室,,2015-09-11
2351766,conferencing over IP,IP 會議,,2015-09-11
2351767,conferring of authority of agency,代理權之授與,,2015-09-11
2351768,confession,自白,,2015-09-11
2351769,confidence assignment problem,信賴指定問題,,2015-09-11
2351770,confidence factor,可信因子,,2015-09-11
2351771,confidence interval,可信區間,,2015-09-11
2351772,confidence level,置信等級,,2015-09-11
2351773,confidence limit,置信極限,,2015-09-11
2351774,confidence measure,置信測度,,2015-09-11
2351775,confidence program,可信程式,,2015-09-11
2351776,confidence test,信賴測試,,2015-09-11
2351777,confidential,秘密級,,2015-09-11
2351778,Confidential Indicator,機密指示符,,2015-09-11
2351779,confidentiality,機密性,,2015-09-11
2351780,confidentiality agreements,保密協議,,2015-09-11
2351781,confidentiality clearance,機密許可,,2015-09-11
2351782,Confidentiality Code,機密性代碼,,2015-09-11
2351783,Confidentiality Key Management Services,機密金鑰管理服務,,2015-09-11
2351784,config,組態,,2015-09-11
2351785,Config PPP,PPP 連接組態,,2015-09-11
2351786,CONFIG.SYS,系統設定檔,,2015-09-11
2351787,configurability,可組態度,,2015-09-11
2351788,configurate,組態,,2015-09-11
2351789,configuration,組態，組態確認,,2015-09-11
2351790,configuration assignment unit，CAU,組態指定單位,,2015-09-11
2351791,configuration audit,組態稽核,,2015-09-11
2351792,configuration baseline,組態基準,,2015-09-11
2351793,configuration bridge protocol data units,組態橋接協定資料單元,,2015-09-11
2351794,configuration change management system,組態變更管理系統,,2015-09-11
2351795,configuration command,組態命令,,2015-09-11
2351796,configuration completed,組態完成,,2015-09-11
2351797,configuration control,組態控制,,2015-09-11
2351798,configuration control board,組態控制評議會,,2015-09-11
2351799,configuration control elements,組態控制元件,,2015-09-11
2351800,configuration control panel,組態控制面板,,2015-09-11
2351801,configuration data,組態資料,,2015-09-11
2351802,configuration database,組態資料庫,,2015-09-11
2351803,configuration design,組態設計,,2015-09-11
2351804,configuration error,組態錯誤,,2015-09-11
2351805,configuration facility,組態設施,,2015-09-11
2351806,configuration file,組態檔案,,2015-09-11
2351807,configuration identification,組態識別,,2015-09-11
2351808,configuration info,組態資訊,,2015-09-11
2351809,configuration interval,組態區間,,2015-09-11
2351810,configuration item,組態項目,,2015-09-11
2351811,configuration management,組態管理,,2015-09-11
2351812,configuration management design review,型態管理設計審查,,2015-09-11
2351813,configuration manager,組態管理器,,2015-09-11
2351814,configuration menu,組態選項單,,2015-09-11
2351815,configuration parameters,組態參數,,2015-09-11
2351816,configuration programming,組態程式設計,,2015-09-11
2351817,configuration record,組態記錄,,2015-09-11
2351818,configuration register,組態暫存器,,2015-09-11
2351819,configuration repository,組態儲存庫,,2015-09-11
2351820,configuration section,組態區段,,2015-09-11
2351821,configuration services,組態服務,,2015-09-11
2351822,configuration setting,組態設定,,2015-09-11
2351823,configuration setup，CS,組態設置,,2015-09-11
2351824,configuration space，CS,組態空間,,2015-09-11
2351825,configuration status,組態狀態,,2015-09-11
2351826,configuration status accounting,組態狀態報告,,2015-09-11
2351827,configuration support,組態支援,,2015-09-11
2351828,configuration table,組態表,,2015-09-11
2351829,configuration wizard,組態精靈,,2015-09-11
2351830,configurational code,組態碼,,2015-09-11
2351831,configure,配置,,2015-09-11
2351832,configured,已組態,,2015-09-11
2351833,configuring new devices,組態新裝置,,2015-09-11
2351834,confined detonating fuze,侷限爆轟信管,,2015-09-11
2351835,confined detonation velocity,限定爆轟速度,,2015-09-11
2351836,confinement,禁閉,,2015-09-11
2351837,confinement channel,禁閉通道,,2015-09-11
2351838,confinement property,禁閉性質,,2015-09-11
2351839,confirm,確認,,2015-09-11
2351840,confirm folder replace,確認替代資料夾,,2015-09-11
2351841,confirm primitive,確認基元,,2015-09-11
2351842,confirmability,可驗性,,2015-09-11
2351843,confirmation,確認,,2015-09-11
2351844,confirmation box,確認箱,,2015-09-11
2351845,confirmation field,確認欄,,2015-09-11
2351846,confirmation of receipt,接收確認,,2015-09-11
2351847,Confirmation Provided By,提供確認者,,2015-09-11
2351848,confirmed date,已確認日期,,2015-09-11
2351849,confiscate,沒收,,2015-09-11
2351850,conflation,多文字資料庫,,2015-09-11
2351851,conflict,衝突,,2015-09-11
2351852,conflict discriminate,衝突鑒別,,2015-09-11
2351853,conflict graph,衝突圖形,,2015-09-11
2351854,conflict ID,衝突 ID,,2015-09-11
2351855,conflict logic,衝突邏輯,,2015-09-11
2351856,conflict of law,法律衝突,,2015-09-11
2351857,conflict reconcile,衝突調解,,2015-09-11
2351858,conflict resolution,衝突分解，衝突解決,,2015-09-11
2351859,conflict set,衝突集,,2015-09-11
2351860,conflict structure,衝突結構,,2015-09-11
2351861,conflicting,衝突,,2015-09-11
2351862,conflicting attribute,衝突屬性,,2015-09-11
2351863,ConflictNet,ConflictNet 網路,,2015-09-11
2351864,confluently persistent data structure,匯合持續資料結構,,2015-09-11
2351865,conformability,適合度,,2015-09-11
2351866,conformal coating,保角塗層,,2015-09-11
2351867,conformance,符合,,2015-09-11
2351868,conformance assessment process,符合性評價過程,,2015-09-11
2351869,conformance statement,符合性聲明,,2015-09-11
2351870,Conformance Statement ID,符合性聲明ID,,2015-09-11
2351871,conformance test,符合性測試,,2015-09-11
2351872,conformance testing,符合測試,,2015-09-11
2351873,conforming application,符合的應用程式 ；符合的應用,,2015-09-11
2351874,conforming interpolation,循形內插,,2015-09-11
2351875,Conformite Europeene,合歐規標示,,2015-09-11
2351876,conformity,符合度,,2015-09-11
2351877,conformity error,符合度誤差,,2015-09-11
2351878,confusion,混淆,,2015-09-11
2351879,confusion matrix,混淆矩陣,,2015-09-11
2351880,congestion,擁擠,,2015-09-11
2351881,congestion control,擁擠控制,,2015-09-11
2351882,congestion loss,擁擠損耗,,2015-09-11
2351883,congruencing,疊像,,2015-09-11
2351884,congruent,同餘,,2015-09-11
2351885,congruential generator,同餘產生器,,2015-09-11
2351886,conjectural CAI,探索式電腦輔助教學,,2015-09-11
2351887,conjecture,推測，猜測,,2015-09-11
2351888,conjugate direction method,共軛方向法,,2015-09-11
2351889,conjugate gradient method,共軛梯度法,,2015-09-11
2351890,conjugate structure algebraic CELP,結合結構代數 CELP,,2015-09-11
2351891,conjunct,合取式,,2015-09-11
2351892,conjunction,接合，兼算,,2015-09-11
2351893,conjunction gate,接合閘,,2015-09-11
2351894,conjunctive conceptual clustering,合取概念聚類,,2015-09-11
2351895,conjunctive generalization,合取概括,,2015-09-11
2351896,conjunctive normal form，CNF,合取正常形式,,2015-09-11
2351897,conjunctive query,合取查詢,,2015-09-11
2351898,conjunctive search,合取搜尋,,2015-09-11
2351899,connect,連接,,2015-09-11
2351900,connect charge,連接計費,,2015-09-11
2351901,connect duration,連接期間,,2015-09-11
2351902,connect password,連接通行碼,,2015-09-11
2351903,connect string,連接字串,,2015-09-11
2351904,connect time,連接時間,,2015-09-11
2351905,Connect Timeouts,連結逾時,,2015-09-11
2351906,connect to,連接到,,2015-09-11
2351907,connect to All,全部連接,,2015-09-11
2351908,connectability,可連接性,,2015-09-11
2351909,connectable object,可連接物件,,2015-09-11
2351910,connected,已連接,,2015-09-11
2351911,connected components,連接組件,,2015-09-11
2351912,connected digraph,連接有向圖,,2015-09-11
2351913,connected domain,連接域,,2015-09-11
2351914,connected graph,連接圖,,2015-09-11
2351915,connected line identification presentation,連接線識別表達,,2015-09-11
2351916,connected net,連接網,,2015-09-11
2351917,connected reference,連接參考,,2015-09-11
2351918,connected speech,連貫語音,,2015-09-11
2351919,connected speech understanding capability,連貫語音理解能力,,2015-09-11
2351920,connected station,連接站,,2015-09-11
2351921,connected storage,連接儲存,,2015-09-11
2351922,connected subgraph,連接子圖,,2015-09-11
2351923,connected undirected graph,連接無向圖,,2015-09-11
2351924,connected vertices,連接頂點,,2015-09-11
2351925,connected word recognition,連接字識別,,2015-09-11
2351926,connected-speech voice recognition,連接語音辨識,,2015-09-11
2351927,connected-words recognition,連接字辨識,,2015-09-11
2351928,connectedness,連接性,,2015-09-11
2351929,connecting,連接中,,2015-09-11
2351930,connecting arrangement,連接安排,,2015-09-11
2351931,connecting arrangement service,連接安排服務,,2015-09-11
2351932,connecting cable,連接電纜,,2015-09-11
2351933,connecting file,連接檔案,,2015-09-11
2351934,connecting line,連接線,,2015-09-11
2351935,connecting to,連接到,,2015-09-11
2351936,connecting wire,連接導線,,2015-09-11
2351937,connection,連接,,2015-09-11
2351938,connection (in programming language),(程式語言之)連接,,2015-09-11
2351939,connection admission control,連接允許控制,,2015-09-11
2351940,connection box,連接箱,,2015-09-11
2351941,connection break,連接斷開,,2015-09-11
2351942,connection byte,連接位元組,,2015-09-11
2351943,connection chain,連接鍊,,2015-09-11
2351944,Connection Definition Language,連接定義語言,,2015-09-11
2351945,connection demultiplexing,連接多工解訊,,2015-09-11
2351946,connection endpoint,連接終點,,2015-09-11
2351947,connection endpoint identifier,連接端點識別符,,2015-09-11
2351948,connection establishment,連接建立,,2015-09-11
2351949,connection graph,連接圖,,2015-09-11
2351950,connection head,連接頭,,2015-09-11
2351951,connection in use,使用中連接,,2015-09-11
2351952,connection layout,連接布局,,2015-09-11
2351953,connection lost,連線中斷,,2015-09-11
2351954,connection machine,連接機器,,2015-09-11
2351955,connection management system，CMS,連接管理系統,,2015-09-11
2351956,connection matrix,連接矩陣,,2015-09-11
2351957,connection mode,連接模,,2015-09-11
2351958,connection mode operation,連接模作業,,2015-09-11
2351959,connection mode transmission,連接模式傳輸,,2015-09-11
2351960,connection network buffer,連接網路緩衝器,,2015-09-11
2351961,connection number,連接號碼,,2015-09-11
2351962,connection oriented,連接導向,,2015-09-11
2351963,connection oriented data transfer,連接導向資料轉移,,2015-09-11
2351964,connection oriented internetworking,連接導向網際網路,,2015-09-11
2351965,connection oriented service,連接導向服務,,2015-09-11
2351966,connection point,連接點,,2015-09-11
2351967,connection point manager,連接點管理器,,2015-09-11
2351968,connection pool,連接池,,2015-09-11
2351969,connection pooling,連接共用,,2015-09-11
2351970,connection problem counter,連接問題計數器,,2015-09-11
2351971,connection protocol,連接協定,,2015-09-11
2351972,connection release,連接釋放,,2015-09-11
2351973,connection science,連接科學,,2015-09-11
2351974,connection status field,連接狀態欄,,2015-09-11
2351975,connection strength,連接強度,,2015-09-11
2351976,connection string,連接字串,,2015-09-11
2351977,connection table,連接表,,2015-09-11
2351978,connection time,連接時間,,2015-09-11
2351979,connection trap,連接陷阱,,2015-09-11
2351980,connection updates per second,每秒連接更新次數,,2015-09-11
2351981,connection weight,連接權數,,2015-09-11
2351982,connection-established signal,已建立連接信號,,2015-09-11
2351983,connection-mode network service,連接模式網路服務,,2015-09-11
2351984,connection-oriented network service,連接導向網路服務,,2015-09-11
2351985,connection-oriented protocol,連接導向協定,,2015-09-11
2351986,connection-oriented transmission,連接導向的傳輸,,2015-09-11
2351987,connectionism,連接機制,,2015-09-11
2351988,connectionist architecture,連接機制架構,,2015-09-11
2351989,connectionist learning,連接學習,,2015-09-11
2351990,connectionist model,可計算模型,,2015-09-11
2351991,connectionist neural network,連接機制神經網路,,2015-09-11
2351992,connectionless,無連接,,2015-09-11
2351993,connectionless broadband data service,無連接寬頻數據服務,,2015-09-11
2351994,connectionless data integrity service,不連接的資料完整性服務,,2015-09-11
2351995,connectionless data transfer,無連接資料傳送,,2015-09-11
2351996,connectionless mode,無連接模式,,2015-09-11
2351997,connectionless mode operation,無連接模態作業,,2015-09-11
2351998,connectionless mode transmission,無連接模態傳輸,,2015-09-11
2351999,connectionless network protocol，CLNP,無連接網路協定,,2015-09-11
2352000,connectionless network service,無連接網路服務,,2015-09-11
2352001,connectionless protocol,無連接協定,,2015-09-11
2352002,connectionless service,無連接服務,,2015-09-11
2352003,connectionless transport protocol,無連接傳送協定,,2015-09-11
2352004,connections per circuit per houi,每時每電路連接,,2015-09-11
2352005,connective,連接,,2015-09-11
2352006,connective word,連接字,,2015-09-11
2352007,connectivity,連接性,,2015-09-11
2352008,connectivity analysis,連接性分析,,2015-09-11
2352009,connectivity condition,連接性情況,,2015-09-11
2352010,connectivity matrix,連接性矩陣,,2015-09-11
2352011,connectoid,撥號連接設定檔,,2015-09-11
2352012,connector,連接器，連接符號,,2015-09-11
2352013,connector class,連接器類別,,2015-09-11
2352014,connector node,連接器節點,,2015-09-11
2352015,CONNIVER,CONNIVER 語言,,2015-09-11
2352016,CONS,CONS函數,,2015-09-11
2352017,Conscious Error,知覺錯誤,,2015-09-11
2352018,consciousness,意識,,2015-09-11
2352019,consecative,連序,,2015-09-11
2352020,consecutive,連序,,2015-09-11
2352021,consecutive access,連序存取,,2015-09-11
2352022,consecutive retrieval organization,連序檢索,,2015-09-11
2352023,consecutive retrieval property,連序檢索性質,,2015-09-11
2352024,consecutive sequence computer,連序順序計算機,,2015-09-11
2352025,consecutive spilling,連序溢出,,2015-09-11
2352026,consensus,一致，共識,,2015-09-11
2352027,consensus theory,共識理論,,2015-09-11
2352028,consent,插座,,2015-09-11
2352029,Consent Code,許可代碼,,2015-09-11
2352030,Consent Effective End Date/Time,同意之的有效的之結束日期／時間,,2015-09-11
2352031,Consent Effective Start Date/Time,同意之有效開始日期／時間,,2015-09-11
2352032,Consent Identifier,同意識別符,,2015-09-11
2352033,Consent Indicator,同意指示符,,2015-09-11
2352034,Consent Interval Quantity,同意之區間數量,,2015-09-11
2352035,Consent Interval Units,同意之區間單位,,2015-09-11
2352036,Consent Waiting Period Quantity,同意之等待期間數量,,2015-09-11
2352037,Consent Waiting Period Units,同意之等待期間單位,,2015-09-11
2352038,consequence,結果,,2015-09-11
2352039,consequence finding program,結論找尋程式,,2015-09-11
2352040,conservation laws,保護法,,2015-09-11
2352041,conservative evaluation,保守評估,,2015-09-11
2352042,conservative logic element，CLE,守恒邏輯元件,,2015-09-11
2352043,conservativeness,守恆性,,2015-09-11
2352044,consistency,一致,,2015-09-11
2352045,consistency check,一致性檢查,,2015-09-11
2352046,consistency checker,一致核對器,,2015-09-11
2352047,consistency checking,一致檢查,,2015-09-11
2352048,consistency constraint,一致性約束,,2015-09-11
2352049,consistency enforcer,一致性執行器,,2015-09-11
2352050,consistency errors,一致錯誤,,2015-09-11
2352051,consistency logic,一致邏輯,,2015-09-11
2352052,consistency of knowledge,知識一致性,,2015-09-11
2352053,consistency operation,一致性操作,,2015-09-11
2352054,consistency problem,一致需求,,2015-09-11
2352055,consistency-convergent,一致收斂,,2015-09-11
2352056,consistent estimation,一致估計,,2015-09-11
2352057,consistent formula,一致公式,,2015-09-11
2352058,consistent generalization,一致性一般化,,2015-09-11
2352059,consistent operating environment,一致的作業環境,,2015-09-11
2352060,consistent replay,一致性重演,,2015-09-11
2352061,consistent unit,一致單元,,2015-09-11
2352062,consistently complete,一致性完全,,2015-09-11
2352063,console,控制台,,2015-09-11
2352064,console command processor,控制台命令處理機,,2015-09-11
2352065,console command-device down,控制台命令裝置當機,,2015-09-11
2352066,console command-device up,控制台命令設備就位,,2015-09-11
2352067,Console Controller Board,操作面板控制板,,2015-09-11
2352068,console debugging,控制台除錯,,2015-09-11
2352069,console display,控制台顯示器,,2015-09-11
2352070,console game,控制台遊戲,,2015-09-11
2352071,console jockey,控制台操作員,,2015-09-11
2352072,console printer,控制台列印機,,2015-09-11
2352073,console support,控制台支援,,2015-09-11
2352074,console terminal,控制台終端機,,2015-09-11
2352075,console typewriter,控制台打字機,,2015-09-11
2352076,console window,控制台視窗,,2015-09-11
2352077,console word-processing equipment,控制台文字處理設備,,2015-09-11
2352078,consolidate,合併,,2015-09-11
2352079,consolidated software inventory,合併軟體庫存,,2015-09-11
2352080,consolidated statements,合併敘述,,2015-09-11
2352081,consolidation,壓密,,2015-09-11
