系統編號,英文名稱,中文名稱,圖片,更新時間
2332362,1284,IEEE 1284 平行介面標準,,2015-09-11
2332363,1394,IEEE 1394 高效能串聯匯流排,,2015-09-11
2331650,1394 IEEE standard,1394 高效能串聯匯流排 IEEE 標準,,2015-09-11
2331652,15-bit color,15-位元色彩,,2015-09-11
2331653,16 mm,16 毫米縮微軟片,,2015-09-11
2331665,16-bit application,16位元應用,,2015-09-11
2331664,16-bit computer,16-位元電腦,,2015-09-11
2331663,16-bit microcomputer,16-位元微電腦,,2015-09-11
2331661,16-bit operating system,16-位元作業系統,,2015-09-11
2331662,16-bit sound card,16-位元音效卡,,2015-09-11
2331660,16-bit word,16-位元字,,2015-09-11
2331654,16/32 bit computer,16/32位元電腦,,2015-09-11
2331655,16450,16450 通用異步收發器,,2015-09-11
2331656,16550,16550 通用異步收發器,,2015-09-11
2331657,16550A,16550A 收發傳輸器,,2015-09-11
2331658,16650,16650 通用異步收發器,,2015-09-11
2331659,16750C,16750C 收發傳輸器,,2015-09-11
2331666,1802,1802 微處理機,,2015-09-11
2331667,1GL (abbreviation),1GL(縮寫),,2015-09-11
2331680,2 binary 1 quaternary,2個二進制位元編碼為四進制訊號,,2015-09-11
2336099,2 pages,兩頁,,2015-09-11
2331669,2-205 rule,2-205 規則,,2015-09-11
2331670,2-3 tree,2-3 樹,,2015-09-11
2331673,2-3 tree insert,2-3樹插入,,2015-09-11
2331674,2-3 tree search,2-3樹搜尋,,2015-09-11
2331672,2-3 trees,2-3樹,,2015-09-11
2331671,2-3-4 tree,2-3-4 樹,,2015-09-11
2331679,2-bit byte,2位元的位元組,,2015-09-11
2331681,2-tier architecture,2-層式架構,,2015-09-11
2331683,2-tree,2-樹,,2015-09-11
2331682,2-wire normal quality,2線正規品質,,2015-09-11
2338745,2.5G,第 2.5 代無線通信技術,,2015-09-11
2331668,20-GATE,20-GATE 代數語言,,2015-09-11
2331675,2B+D,2B+D 介面,,2015-09-11
2332386,2B1D,二元速率介面,,2015-09-11
2331676,2B1Q,2B1Q編碼策略,,2015-09-11
2341065,2DD diskette,雙面倍密度磁片,,2015-09-11
2338747,2G,第二代,,2015-09-11
2331677,2GL (abbreviation),2GL(縮寫),,2015-09-11
2331678,2MPEG - audio layer 3,2MPEG -聲頻層3,,2015-09-11
2338744,2nd Generation Wireless,第 2 代無線通信技術,,2015-09-11
2331708,3-bit byte,3位元的位元組,,2015-09-11
2332472,3-Car Unit,三車組,,2015-09-11
2331707,3-cube connected,3-立方體連接,,2015-09-11
2332475,3-D animation,三度空間動畫,,2015-09-11
2332480,3-D browser,三維瀏覽器,,2015-09-11
2332477,3-D computer animation,三度空間電腦動畫,,2015-09-11
2331702,3-D modeling,3-D 塑模,,2015-09-11
2332478,3-D pixel,三度空間像素,,2015-09-11
2331701,3-D software,3-D 軟體,,2015-09-11
2332473,3-dimensional,三度空間,,2015-09-11
2331710,3-tier application,3-層式應用程式,,2015-09-11
2331709,3-tier architecture,3-層式架構,,2015-09-11
2331694,32-bit application,32位元應用,,2015-09-11
2331692,32-bit chips,32-位元晶片,,2015-09-11
2331688,32-bit color depth,32-位元色彩深度,,2015-09-11
2331685,32-bit computer,32 位元電腦,,2015-09-11
2331695,32-bit file allocation table,32位元檔案配置表,,2015-09-11
2331690,32-bit memory chips,32-位元記憶晶片,,2015-09-11
2331689,32-bit operating systems,32-位元作業系統,,2015-09-11
2331691,32-bit processor,32-位元處理機,,2015-09-11
2331693,32-bit video cards,32-位元視訊卡,,2015-09-11
2331684,32-bit Windows,32 位元視窗系統,,2015-09-11
2331687,32-bit word,32-位元字,,2015-09-11
2331686,3270,3270 終端機,,2015-09-11
2331696,35 mm film,35 毫米影片,,2015-09-11
2331698,386 enhance mode,386增強模式,,2015-09-11
2331697,386SPART.PAR,386SPART.PAR 隱藏檔案,,2015-09-11
2331699,3COM,3COM 公司,,2015-09-11
2331700,3Com Corporation,3Com 公司,,2015-09-11
2331703,3D graphics,3D 圖形,,2015-09-11
2332474,3D matrix metering,三度空間矩陣計量,,2015-09-11
2332476,3D mouse,三度空間滑鼠；3D滑鼠,,2015-09-11
2332041,3D NOW,AMD公司的3D圖型技術,,2015-09-11
2332479,3D tag volume,三維標籤體,,2015-09-11
2331704,3DNow!,3DNow! 浮點指令集,,2015-09-11
2331705,3DO,3DO 技術,,2015-09-11
2338748,3G,第三代無線通訊技術,,2015-09-11
2331706,3GL (abbreviation),3GL(縮寫),,2015-09-11
2338746,3rd Generation Wireless,第 3 代無線技術通信,,2015-09-11
2331711,4-bit bipolar microprocessor slice,4.數元雙極微處理機截片,,2015-09-11
2331720,4-bit byte,4位元的位元組,,2015-09-11
2331719,4-bit color,4-位元色彩,,2015-09-11
2331721,4-wire normal quality,4線正規品質,,2015-09-11
2331712,404 error,404 錯誤,,2015-09-11
2331713,431A,431A 插頭,,2015-09-11
2331714,4510,4510 處理機,,2015-09-11
2331715,4700 Support Facility,4700 支援設施,,2015-09-11
2331716,473L Query,473L 查詢語言,,2015-09-11
2331717,48-bit word,48-位元字,,2015-09-11
2331718,4GL (abbreviation),4GL(縮寫),,2015-09-11
2331723,5-4-3 rule,5-4-3 規則,,2015-09-11
2331730,5-bit byte,5位元的位元組,,2015-09-11
2331722,50/50 blend,50/50 混合,,2015-09-11
2331724,555,555 時鐘晶片,,2015-09-11
2331725,556,556 雙時鐘晶片,,2015-09-11
2331726,558,558 計時晶片,,2015-09-11
2331727,56k line,56k 數位連接線,,2015-09-11
2331728,5ESS Switch,5ESS 電子交換系統,,2015-09-11
2331729,5MPEG-2. audio layer 3,5MPEG-2 聲頻層3,,2015-09-11
2332567,5W1H,六何,,2015-09-11
2331747,6-bit byte,6位元的位元組,,2015-09-11
2331734,64-bit chips,64-位元晶片,,2015-09-11
2331732,64-bit memory chips,64-位元記憶體晶片,,2015-09-11
2331731,64-bit operating systems,64-位元作業系統,,2015-09-11
2331733,64-bit processor,64-位元處理器,,2015-09-11
2331735,64-bit video cards,64-位元視訊卡,,2015-09-11
2331737,6501,6501 微處理機,,2015-09-11
2331738,650x,650x 微處理機族,,2015-09-11
2331739,6510,6510 微處理機,,2015-09-11
2331740,66 block,66 資料段,,2015-09-11
2331742,6802,6802 微處理器,,2015-09-11
2331743,68050,68050 電腦,,2015-09-11
2331744,68060,68060 電腦,,2015-09-11
2331745,6809,6809 微處理器,,2015-09-11
2331741,680x0,680 系列電腦,,2015-09-11
2331746,686,686 處理機,,2015-09-11
2332367,6bone,IPv6 實驗網路,,2015-09-11
2331749,7-bit byte,7位元的位元組,,2015-09-11
2331748,70 mm film,70 毫米影片,,2015-09-11
2332364,754,IEEE 754 浮點標準,,2015-09-11
2331750,8 bits,8 位元,,2015-09-11
2331754,8 mm film,8 毫米影片,,2015-09-11
2331752,8 queens problem,8 皇后問題,,2015-09-11
2331753,8 queens puzzle,8 皇后謎題,,2015-09-11
2331791,8-bit byte,8位元的位元組,,2015-09-11
2331793,8-bit clean,8位元清潔,,2015-09-11
2331790,8-bit color,8-位元色彩,,2015-09-11
2331792,8-bit memory chips,8-位元記憶體晶片,,2015-09-11
2331751,8-bit sound card,8 位元音效卡,,2015-09-11
2332468,8-level vestigial sideband,八階殘邊帶,,2015-09-11
2331796,8-pin,8腳接頭,,2015-09-11
2331794,8-track tape,8-軌磁帶,,2015-09-11
2331782,80-column card,80欄卡,,2015-09-11
2331755,8008,8008 微處理器,,2015-09-11
2332365,80186,Intel 80186 微處理機,,2015-09-11
2331756,80188,80188 微處理機,,2015-09-11
2331757,802,802 網路標準（IEEE）,,2015-09-11
2331758,802.11,802.11 無線網路介面規格,,2015-09-11
2331759,802.11a,802.11a 通信協定,,2015-09-11
2331761,802.11b,802.11b區域網路協定,,2015-09-11
2331762,802.11e,802.11e 無線區域網路標準,,2015-09-11
2331763,802.11g,802.11g 無線區域網路標準,,2015-09-11
2331764,802.11i,802.11i 無線區域網路標準,,2015-09-11
2331765,802.11x,802.11x 無線區域網路標準,,2015-09-11
2331766,802.14,802.14 標準,,2015-09-11
2331767,802.15,802.15 無線區域網路標準,,2015-09-11
2331768,802.15.1,802.15.1 標準,,2015-09-11
2331769,802.16,802.162 多頻無線通信標準,,2015-09-11
2331770,802.1q,802.1q 通信標準,,2015-09-11
2331771,802.1x,802.1X 無線區域網路標準,,2015-09-11
2331772,802.2,802.2標準,,2015-09-11
2331773,802.3,802.3 乙太區域網路標準,,2015-09-11
2331774,802.3ae,802.3ae 10Gbps 乙太網路標準,,2015-09-11
2331775,802.3z,802.3z 標準,,2015-09-11
2331760,80211b,802.11b (無線傳輸技術),,2015-09-11
2331776,80487,80487 數學共處理機,,2015-09-11
2331777,8051,8051 處理器,,2015-09-11
2331778,8052,8052 處理器,,2015-09-11
2331779,80586,80586 處理器；Pentium 處理器,,2015-09-11
2331780,80686,80686 處理器；Pentium Pro處理器,,2015-09-11
2331781,80x87,80x87 數學運算處理器,,2015-09-11
2331783,822,822 規格,,2015-09-11
2331784,82430HX,82430HX 規格,,2015-09-11
2331785,82430MX,82430MX 規格,,2015-09-11
2331786,82430VX,82430VX 規格,,2015-09-11
2331787,8514,8514 圖象顯示標準,,2015-09-11
2331788,8514-A,8514-A 顯示配接器,,2015-09-11
2331789,88open,88開放系統環境,,2015-09-11
2331795,8mm,8毫米,,2015-09-11
2332366,8x86,Intel 8x86 微處理機,,2015-09-11
2331797,90-90 Rule,90-90 規則,,2015-09-11
2331798,90-column card,90欄卡,,2015-09-11
2331799,9445,9445 微處理機,,2015-09-11
2331800,9PAC,9PAC 報表產生器(IBM 7090),,2015-09-11
2333905,@,在；每；at,,2015-09-11
2331615,@stake,@stake 軟體安全,,2015-09-11
2332241,A algorithm,A演算法,,2015-09-11
2332242,A and B roll editing,A與B滾動編輯,,2015-09-11
2332243,A and B rolls,A與B輪置捲盤,,2015-09-11
2331809,A band,A 頻帶,,2015-09-11
2338962,a circular order,通緝,,2015-09-11
2338964,A departmental reporting system，ADRS,部門報告系統,,2015-09-11
2339376,a depository of development documents,開發文件貯藏所；ADDD 工具,,2015-09-11
2331806,A drive,A 磁碟機,,2015-09-11
2339177,A hardware programming language，AHPL,硬體程式設計語言,,2015-09-11
2334231,a judgment of guilty,有罪判決,,2015-09-11
2339167,a judgment of not guilty,無罪判決；無罪判決 　,,2015-09-11
2331963,A language encouraging program hierarchy,ALEPH 語言,,2015-09-11
2331954,A language for attributed definitions,ALADIN 語言,,2015-09-11
2331960,A language with an extensible compiler,ALEC 語言,,2015-09-11
2333909,A multi-access on-line system，AMOS,多存取連線系統,,2015-09-11
2332083,A parse request language,APAREL 程式語言,,2015-09-11
2333780,a prior information,先驗資訊,,2015-09-11
2332089,A programming language，APL,APL程式設計語言,,2015-09-11
2332558,a public document,公文書,,2015-09-11
2340817,A retrieval process language，ARPL,檢索處理語言,,2015-09-11
2332539,a ruling not to prosecute,不起訴處分,,2015-09-11
2340464,A set of two mechanically assembled antennas,機械式組合之雙天線組,,2015-09-11
2332183,A simulation process-oriented language,ASPOL 模擬過程導向語言,,2015-09-11
2332234,A string,A字串,,2015-09-11
2332516,a tools integration standard,工具整合標準；ATIS 標準,,2015-09-11
2338304,A Type Right-of-Way,專用路權,,2015-09-11
2336806,a value not less than the threshold for supervision,查核金額以上之採購,,2015-09-11
2332109,A version of UNIX,Apple UNIX 作業系統,,2015-09-11
2335721,a written judgment,判決書,,2015-09-11
2331811,A#,A# 代數系統,,2015-09-11
2331813,A&B,A&B 位元發訊程序,,2015-09-11
2331812,a&b bit signaling,a&b 位元發信,,2015-09-11
2331815,A* algorithm,A*演算法,,2015-09-11
2331814,A* search,A*搜尋,,2015-09-11
2332233,A-AND-NOT-B gate,A及反B閘,,2015-09-11
2331834,A-B box,A-B 箱,,2015-09-11
2331848,A-B rolls,AB雙捲,,2015-09-11
2331805,A-bus,A 匯流排；主匯流排,,2015-09-11
2332246,A-conversion,A-轉換,,2015-09-11
2332244,A-EXCEPT-B gate,A與非B閘,,2015-09-11
2339998,A-IGNORE-B gate,與B無關的A閘,,2015-09-11
2332247,A-IMPLIES-B gate,A蘊含B閘,,2015-09-11
2331808,A-language,A 語言,,2015-09-11
2331801,A-law,A 法則,,2015-09-11
2331802,A-light,A 信號,,2015-09-11
2331804,A-mode ultrasonic scanning,A 型超音波掃描,,2015-09-11
2332235,A-OR-NOT-B gate,A或非B閘,,2015-09-11
2332245,A-register,A暫存器（同arithmetic register）,,2015-09-11
2332239,A-roll,A-捲,,2015-09-11
2332236,A-space,A-空間,,2015-09-11
2332237,A-type address constant,A型位址常數,,2015-09-11
2331803,A-type addrress constant,A 型位址常數,,2015-09-11
2333601,A. C. dump,交流斷電,,2015-09-11
2333581,A.C. interference,交流干擾,,2015-09-11
2333596,A.C. ringer,交流電鈴,,2015-09-11
2331817,A/B roll,A/B 映放,,2015-09-11
2331818,A/B switch,A/B 開關,,2015-09-11
2331820,A/B switch box,A/B開關盒,,2015-09-11
2331816,A/B switching,A/B 切換,,2015-09-11
2331819,A/B/C roll,A/B/C 映放,,2015-09-11
2331821,a/c set errors,a/c 集合錯誤,,2015-09-11
2341138,A/D conversion,類比／數位轉換,,2015-09-11
2341140,A/D converter,類比／數位轉換器,,2015-09-11
2341139,a/d converter controller,類比／數位轉換控制器,,2015-09-11
2341137,A/D encoder,類比/數位編碼器,,2015-09-11
2341241,A/D interface,類比對數位轉換介面,,2015-09-11
2331823,A/R age month,A/R帳齡月數，應收帳齡,,2015-09-11
2331822,A/R due month,A/R到期月，應收帳到期月,,2015-09-11
2331824,A/UX,A/UX 作業系統,,2015-09-11
2331825,A1 security,A1安全,,2015-09-11
2331826,A20 handler,A20 處置器,,2015-09-11
2331827,a2b,a2b 網站,,2015-09-11
2331828,A3-size paper,A3 尺寸紙,,2015-09-11
2331830,A4,A4 紙張 (紙的國際的標準尺寸之一),,2015-09-11
2331829,A4-size paper,A4 尺寸紙,,2015-09-11
2331831,A5-size paper,A5 尺寸紙,,2015-09-11
2331832,a56,a56 組譯器,,2015-09-11
2331807,A:,A 磁碟機,,2015-09-11
2336076,AAMOF,事實上；實際上,,2015-09-11
2331833,AARP probe packets,AARP 探測封包,,2015-09-11
2339940,abacus,算盤,,2015-09-11
2339218,abampere,絕對安培,,2015-09-11
2336259,abandon,放棄，作廢,,2015-09-11
2338946,abandonware,被放棄軟體,,2015-09-11
2331836,ABAP,ABAP 程式語言,,2015-09-11
2331835,ABAP Objects,ABAP Objects 程式語言,,2015-09-11
2332544,abate,中止,,2015-09-11
2336398,abbe constant,阿貝常數,,2015-09-11
2341034,abbreviate,簡寫，縮寫,,2015-09-11
2341020,abbreviated address,簡略位址,,2015-09-11
2341021,abbreviated address call,簡略位址呼叫,,2015-09-11
2341035,abbreviated address calling,簡碼呼叫,,2015-09-11
2341024,abbreviated addressing,簡略定址,,2015-09-11
2341018,abbreviated answer,簡略回答,,2015-09-11
2341017,abbreviated argument list,簡略引數表,,2015-09-11
2341022,abbreviated call,簡略呼叫，簡呼,,2015-09-11
2341023,abbreviated call letters,簡略呼叫字母,,2015-09-11
2341014,abbreviated character,簡化字元,,2015-09-11
2341016,abbreviated combined relation condition,簡化複合關係條件,,2015-09-11
2341030,abbreviated dial system,簡略撥號系統,,2015-09-11
2341029,abbreviated dialing,簡略撥號,,2015-09-11
2341015,abbreviated form,簡化形式，簡表,,2015-09-11
2340827,abbreviated header,縮化標題,,2015-09-11
2341026,abbreviated indication,簡略指示,,2015-09-11
2341019,abbreviated installation,簡略安裝,,2015-09-11
2341033,abbreviated keyword,簡略關鍵字,,2015-09-11
2340830,abbreviated name,縮寫名稱,,2015-09-11
2341028,abbreviated notation,簡略記法,,2015-09-11
2341032,abbreviated relation condition,簡略關係條件,,2015-09-11
2341025,abbreviated table,簡略表,,2015-09-11
2341027,abbreviated test language for avionics systems,簡略航空電子學系統測試語言；ATLAS測試語言,,2015-09-11
2341031,abbreviating keyboard command,簡略鍵盤命令,,2015-09-11
2340829,abbreviation document,縮寫文件,,2015-09-11
2340833,abbreviation extraction,縮寫擷取,,2015-09-11
2340828,abbreviation，ABB,縮寫，縮語,,2015-09-11
2331837,ABC ALGOL,ABC ALGOL語言,,2015-09-11
2331842,ABC analysis,ABC分析,,2015-09-11
2331843,ABC automatic coding system,ABC器材自動編碼系統,,2015-09-11
2331838,ABCD data switch,ABCD 資料交換開關,,2015-09-11
2331839,ABCL/1,ABCL/1 目標為基同作語言,,2015-09-11
2331840,ABCL/R,ABCL/R 語言,,2015-09-11
2331841,ABCL/R2,ABCL/R2 物件導向語言,,2015-09-11
2339243,abcoulomb,絕對庫倫,,2015-09-11
2339142,abduction,最佳推導,,2015-09-11
2332787,abductive reasoning,反繹推理,,2015-09-11
2338719,abend,異常終止[See abnormal end],,2015-09-11
2338723,abend dump,異常終止傾印,,2015-09-11
2338720,abend exit,異常終止出口,,2015-09-11
2338721,abend recovery program,異常終止復原程式,,2015-09-11
2339622,aberration,像差；脫離常軌,,2015-09-11
2338346,abettor,從犯；幫助犯,,2015-09-11
2339233,abfarad,絕對法拉特,,2015-09-11
2339223,abhenry,絕對亨利,,2015-09-11
2331844,ABLE,ABLE 會計師簡單語言,,2015-09-11
2338704,abnormal,異常,,2015-09-11
2338716,abnormal circumstance,異常情況,,2015-09-11
2338729,abnormal dump out,異常傾印輸出,,2015-09-11
2333670,abnormal end of task,任務異常終止,,2015-09-11
2333672,abnormal end of task dump,任務異常終止傾印,,2015-09-11
2333671,abnormal end of task exit,任務異常終止出口,,2015-09-11
2338726,abnormal ending,異常結束,,2015-09-11
2338717,abnormal end，Abend,異常終止,,2015-09-11
2338735,abnormal error,異常錯誤,,2015-09-11
2338715,abnormal execution,異常執行,,2015-09-11
2338730,abnormal exit,異常跳出,,2015-09-11
2338710,abnormal failure,異常故障,,2015-09-11
2338714,abnormal false,異常偽，異常假,,2015-09-11
2338731,Abnormal Flags,異常旗標,,2015-09-11
2338733,abnormal glow discharge,異常輝光放電,,2015-09-11
2338734,abnormal input cause,異常輸入原因,,2015-09-11
2338736,abnormal return,異常轉回,,2015-09-11
2338737,abnormal return address,異常轉回位址,,2015-09-11
2338718,abnormal termination,異常終止,,2015-09-11
2332630,Abnormal Text/Codes for Categorical Observations,分類觀察不正常之文字／代碼,,2015-09-11
2338711,abnormal true test,異常真測試,,2015-09-11
2339276,abohm,絕對歐姆,,2015-09-11
2332546,abored cycle,中止週期,,2015-09-11
2333542,abort,打斷，放棄，異常中止,,2015-09-11
2338725,abort advisory channel,異常終止諮詢通道,,2015-09-11
2338705,abort function,異常中止功能；中止函式,,2015-09-11
2336748,abort light,故障信號燈,,2015-09-11
2338722,abort program assembly,異常終止程式組合,,2015-09-11
2338724,abort sensing and implementation system,異常終止感測和實作系統,,2015-09-11
2338708,abort sequence,異常中止順序,,2015-09-11
2338706,abort statement,異常中止敘述,,2015-09-11
2339978,abort switch,緊急中止開關；異常中止開關,,2015-09-11
2336260,abort timer,放棄計時器,,2015-09-11
2338707,aborted connection,異常中止連接,,2015-09-11
2332547,aborted cycle,中止週期,,2015-09-11
2332545,Abort， Retry， Ignore， Fail?,中止，重試，忽略，失敗？,,2015-09-11
2341111,about,關於；關于,,2015-09-11
2337307,above-the-line costs,特效成本,,2015-09-11
2337032,abrasiveness,耐摩擦度,,2015-09-11
2340485,abscissa,橫坐標；橫軸,,2015-09-11
2339974,absent by enforced net deprivation,網路缺席,,2015-09-11
2331845,ABSET,ABSET 宣告式語言,,2015-09-11
2339222,absiemens,絕對西門子,,2015-09-11
2339210,absolute,絕對,,2015-09-11
2339263,absolute accuracy,絕對準確度,,2015-09-11
2339224,absolute address,絕對位址,,2015-09-11
2339231,absolute addressing,絕對定址,,2015-09-11
2339232,absolute addressing index,絕對定址索引,,2015-09-11
2339250,absolute altitude,絕對高度,,2015-09-11
2339219,absolute ampere，ABAMP,絕對安培,,2015-09-11
2339254,absolute assembler,絕對組合程式,,2015-09-11
2339255,absolute assembly language，AAL,絕對組合語言,,2015-09-11
2339283,absolute cell reference,絕對儲存格引用,,2015-09-11
2339277,absolute code,絕對碼,,2015-09-11
2339279,absolute coding,絕對編碼,,2015-09-11
2339229,absolute command,絕對命令,,2015-09-11
2339280,absolute congestion threshold,絕對擁擠定限,,2015-09-11
2339227,absolute coordinates,絕對坐標,,2015-09-11
2339265,absolute data,絕對資料,,2015-09-11
2339251,absolute deviation,絕對偏差,,2015-09-11
2339271,absolute diskette read,絕對磁片讀取,,2015-09-11
2339270,absolute diskette write,絕對磁片寫入,,2015-09-11
2339282,absolute electrostatic unit，AESU,絕對靜電單位,,2015-09-11
2339273,absolute error,絕對誤差,,2015-09-11
2339234,absolute expression,絕對表式,,2015-09-11
2339287,absolute filter,絕對濾波器,,2015-09-11
